ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001020918-23-000009	0	538	1185327	N
0001951757-23-000571	0	41	42401709	N
0001951757-23-000570	0	82	415313555	N
0001056825-23-000005	0	738	1287299	N
0001951757-23-000569	0	110	137830247	N
0001951757-23-000568	0	161	451245485	N
0001951757-23-000567	0	84	138908534	N
0001398344-23-019288	0	50	334670038	
0001951757-23-000566	0	32	149004975	N
0001951757-23-000565	0	41	130004025	N
0001085146-23-003758	0	43	171194830	N
0001085146-23-003757	0	72	138696067	N
0001104659-23-109246	0	1	4014025000	
0001643792-23-000005	0	3	6398	N
0001085146-23-003741	0	28	398738168	N
0001085146-23-003746	0	48	342212147	N
0001085146-23-003742	0	14	108239281	N
0001085146-23-003745	0	165	766271626	N
0001085146-23-003744	0	78	119852562	N
0001085146-23-003747	0	159	237129369	N
0001221073-23-000070	0	159	858412144	
0001941040-23-000252	0	97	221400063	
0001221073-23-000071	1	120	1340886201	
0001697953-23-000008	0	501	1501603	N
0001085146-23-003743	0	0	0	N
0001085146-23-003740	0	136	88982335	N
0001818759-23-000005	0	172	414677029	N
0001472800-23-000004	0	44	166310715	N
0001085146-23-003748	0	74	243828187	N
0001780055-23-000005	0	188	221372415	N
0001598379-23-000003	0	25	440689159	N
0001994434-23-000008	0	251	167378351	N
0001994434-23-000007	0	241	168697710	N
0001994434-23-000006	0	243	162948951	N
0001994434-23-000005	0	224	152255641	N
0001994434-23-000004	0	241	140360095	N
0001034550-23-000004	0	44	95179615	N
0001994434-23-000003	0	221	142770820	N
0001798926-23-000004	0	67	158185474	N
0001994434-23-000002	0	213	152641519	N
0001994434-23-000001	0	188	153253984	N
0001013762-23-003836	2	2	65229311	
0001172661-23-003405	0	154	327571479	
0001398344-23-019271	0	113	239312338	
0001420506-23-001811	0	342	1206169717	N
0001172661-23-003404	0	194	507209905	
0001695664-23-000006	0	503	319889342	N
0001754960-23-000279	0	212	313692928	N
0001736260-23-000008	0	167	229519620	N
0001989672-23-000004	0	52	236443061	N
0001754960-23-000278	0	37	238085449	N
0001754960-23-000277	0	48	97494837	N
0001724090-23-000006	0	109	344490382	N
0001900409-23-000004	0	84	147558983	N
0001779040-23-000007	0	1001	231005724	N
0001453620-23-000009	0	221	2207718187	N
0000726854-23-000148	0	542	561494055	N
0001800911-23-000004	0	314	138689558	N
0001941040-23-000251	0	59	171554815	
0000944361-23-000006	0	181	3573797273	N
0001140361-23-048147	0	13	167105867	
0001877829-23-000004	0	90	147313798	N
0001657516-23-000005	0	44	357733858	N
0001313360-23-000006	0	3093	8746970	N
0001728778-23-000005	0	72	175964	N
0001398344-23-019257	0	597	136549027	
0001423065-23-000005	0	53	88493950	N
0001789310-23-000002	0	71	237046370	N
0001926037-23-000004	0	28	2985851	N
0001986042-23-000017	0	114	319450777	N
0001757706-23-000009	0	67	212762966	N
0001085146-23-003736	0	120	143673841	N
0001907874-23-000004	0	81	124605235	N
0001986042-23-000016	0	42	150225060	N
0001568132-23-000005	0	984	568711	N
0001055544-23-000004	0	121	802458	N
0001765594-23-000004	0	203	363327743	N
0001580642-23-005512	0	723	195258446	
0001056943-23-000044	0	400	212294559	N
0001172661-23-003402	0	759	6193940919	
0001731216-23-000005	0	72	237633	N
0001598561-23-000005	0	1054	379452357	N
0001816444-23-000005	0	72	197185389	N
0000905148-23-001123	0	1	79310606	
0001535811-23-000005	0	196	300384680	N
0000811360-23-000005	0	72	862027326	N
0001845066-23-000008	0	166	256605496	N
0001986152-23-000001	0	42	248226394	N
0001800597-23-000003	0	113	141890	N
0001062993-23-019326	0	113	656321532	N
0001780985-23-000004	0	157	227577	N
0001844375-23-000004	0	81	205403651	
0001172661-23-003401	0	44	6933798378	
0001914606-23-000004	0	41	302992403	
0001172661-23-003400	0	198	136093227	
0001533954-23-000004	0	456	554495683	
0001317348-23-000004	0	380	1143013302	N
0001838660-23-000005	0	5	2635188	
0001172661-23-003399	0	9	170024638	
0001760076-23-000005	1	172	776150641	
0001471474-23-000004	0	397	1419943406	
0001749914-23-000011	0	143	517697987	N
0001172661-23-003398	0	51	330822240	
0001398344-23-019246	0	69	285068814	
0001760304-23-000004	0	62	333373362	N
0001780985-23-000003	0	273	384133	N
0001085146-23-003735	0	95	146393329	N
0001085146-23-003734	0	82	227949004	N
0001398344-23-019243	0	195	175250113	
0001085146-23-003733	0	50	196783111	N
0001085146-23-003732	0	96	479802906	N
0001085146-23-003731	0	295	1257108749	N
0001085146-23-003730	0	49	3345750566	N
0001085146-23-003729	0	106	104873884	N
0001085146-23-003728	0	205	508709158	N
0001214659-23-013383	0	324	415976415	
0001468792-23-000005	0	1189	764026218	N
0001085146-23-003727	0	594	1113650693	N
0001085146-23-003726	0	28	326447662	N
0001085146-23-003725	0	19	90549822	N
0001085146-23-003724	0	97	535333622	N
0001085146-23-003723	0	78	431023088	N
0001085146-23-003722	0	115	192178250	N
0001085146-23-003721	1	702	2227118451	N
0001668256-23-000006	0	169	141660967	N
0001085146-23-003720	0	64	225522960	N
0001085146-23-003719	0	256	486844270	N
0001085146-23-003718	0	1	0	N
0001085146-23-003717	0	169	375920092	N
0001085146-23-003716	0	53	110036352	N
0001085146-23-003715	0	123	110895842	N
0001085146-23-003714	0	22	134404383	N
0001085146-23-003713	0	61	107067701	N
0001085146-23-003712	0	127	155479606	N
0001085146-23-003711	0	24	185701066	N
0001085146-23-003710	0	76	192196504	N
0001085146-23-003709	0	79	427885909	N
0001085146-23-003708	0	240	360747731	N
0001085146-23-003707	0	39	159890833	N
0001085146-23-003706	0	46	68478775	N
0001085146-23-003705	0	99	482797821	N
0001085146-23-003704	0	138	512784047	N
0001085146-23-003703	0	65	14953959	N
0001085146-23-003702	0	96	267282231	N
0001569102-23-000004	0	68	95809	N
0001172661-23-003397	0	89	245988829	
0001214659-23-013381	0	112	304324757	
0000883511-23-000005	0	37	528912341	N
0001015308-23-000007	0	489	5061152184	N
0001172661-23-003396	0	509	1663195438	
0001800798-23-000005	0	718	1053899548	N
0001841506-23-000004	0	253	742972911	N
0001580642-23-005505	0	3247	1984906794	
0001536029-23-000004	0	124	1081034249	N
0001104659-23-108992	0	395	207467639	
0001104659-23-108955	0	41	776782147	
0001104659-23-108953	0	30	673494	
0000950123-23-008815	0	13	681776732	N
0000950123-23-008814	0	40	368320470	N
0000950123-23-008812	1	656	16737625380	N
0001104659-23-108927	0	8	6172375	
0001214659-23-013377	0	0	0	
0001756543-23-000004	0	377	829532346	N
0001903273-23-000005	0	22	177939346	N
0001860132-23-000005	0	88	153582197	N
0001754960-23-000276	0	204	1702358505	N
0001754960-23-000275	0	90	196669844	N
0001062993-23-019272	0	200	302182512	N
0001140361-23-048036	0	273	717541794	
0001172661-23-003394	0	229	334689047	
0001279708-23-000009	0	31	152247	N
0001376474-23-000455	0	235	380605625	N
0001754960-23-000274	0	47	154717339	N
0001768065-23-000009	0	77	380932	N
0001754960-23-000273	0	187	580544346	N
0001754960-23-000272	0	32	176570441	N
0001452861-23-000007	0	1690	112894831930	N
0001409362-23-000009	0	2289	1101600658	N
0001839695-23-000005	0	72	154138339	N
0001062993-23-019268	6	63	503267124	N
0001768065-23-000008	0	42	166263	N
0001964538-23-000005	0	301	95997921	N
0001415889-23-014134	0	1	53704303865	N
0001768065-23-000007	0	198	240306	N
0001900576-23-000006	0	36	320815061	N
0000935836-23-000659	0	153	5915694800	
0001387131-23-012185	0	440	296343392	
0001768065-23-000006	0	311	10191318	N
0000866780-23-000004	0	756	656610734	N
0000919574-23-005631	1	259	809528908	
0001641866-23-000005	0	3312	2224509459	N
0001420506-23-001809	0	582	358100766	N
0001950118-23-000006	0	60	261429085	N
0001950118-23-000005	0	56	233093553	N
0000869353-23-000005	0	350	4084709373	N
0001768065-23-000005	0	302	502637	N
0001696731-23-000003	0	56	290000000	N
0001768065-23-000004	0	44	67351	N
0001944437-23-000005	0	911	179053434	N
0001525865-23-000004	0	380	227338745	N
0001944437-23-000003	0	963	164110068	N
0001388382-23-000004	0	480	234880	N
0001079398-23-000008	0	80	245969729	N
0001326766-23-000004	0	98	586092	N
0001537783-23-000005	0	493	1283193	N
0001537783-23-000004	0	503	2877621	N
0001411268-23-000007	0	41	582880076	N
0001085041-23-000005	0	156	167342728	N
0001731448-23-000004	0	115	196157632	N
0001698091-23-000006	0	114	173196764	N
0001698091-23-000005	0	110	158159749	N
0001698091-23-000004	0	112	156986435	N
0001518235-23-000004	0	56	1920156987	N
0001761044-23-000005	0	92	291293825	N
0001767601-23-000005	0	92	390932843	N
0001954136-23-000004	0	72	110555	N
0001964203-23-000004	0	1205	218617550	N
0001085146-23-003701	0	131	2296559532	N
0001140361-23-047981	0	28	779025950	
0001714107-23-000004	0	124	272446939	N
0000844150-23-000017	1	67	191858809	N
0000882119-23-000005	0	98	902278181	N
0001096906-23-001967	2	916	1548152633	N
0001866040-23-000008	0	160	126696267	N
0001532472-23-000011	0	72	410445	N
0001172661-23-003391	0	49	160378560	
0001943228-23-000008	0	137151	137151	N
0001387131-23-012162	0	360	129186136	
0001766392-23-000004	0	9	254692	N
0001821268-23-000195	0	569	690310238	
0001594492-23-000004	0	271	213533492	N
0001315339-23-000006	0	393	910788246	Y
0001951757-23-000564	0	56	148686949	N
0001764049-23-000007	1	231	687559	N
0001951757-23-000563	0	15	103387006	N
0000950123-23-008808	9	2712	87462688744	N
0001630064-23-000006	0	2	90678	N
0001951757-23-000562	0	95	137256078	N
0001695214-23-000008	0	72	202698	N
0001398344-23-019190	0	465	209515530	
0001951757-23-000561	0	95	149961768	N
0001104659-23-108730	0	1161	1184141774	
0001979460-23-000009	0	5	25001	
0001172661-23-003390	0	93	701721882	
0001172661-23-003389	0	89	198909902	
0001951757-23-000560	0	85	247634062	N
0000930413-23-002306	0	115	277859385	
0001384943-23-000004	0	255	813906053	N
0001951757-23-000559	0	74	816387169	N
0001214659-23-013345	0	116	518623002	
0001951757-23-000558	0	697	2177384992	N
0001951757-23-000557	0	621	769753594	N
0001953324-23-000004	0	12	202847	N
0001951757-23-000556	0	191	362968401	N
0001951757-23-000555	0	143	131914090	N
0001951757-23-000554	0	66	181805174	N
0001951757-23-000553	0	340	668506886	N
0000950123-23-008804	1	216	894765220	N
0001062993-23-019258	0	33	13272216688	N
0001616009-23-000005	0	8	584951	N
0001777469-23-000004	0	50	158898	N
0001735057-23-000009	0	1940	314672060	N
0001951757-23-000551	0	49	171988276	N
0001951757-23-000552	0	38	120584088	N
0001727862-23-000021	0	14	248537	N
0001833140-23-000004	0	127	243949709	N
0001799859-23-000008	0	98	158021757	N
0001376474-23-000454	0	126	138284068	N
0001790525-23-000009	0	295	479096	N
0001951757-23-000550	0	61	146804113	N
0001951757-23-000549	0	146	302747969	N
0001951757-23-000548	0	141	381762256	N
0001951757-23-000547	0	107	147807035	N
0001697723-23-000005	0	2138	16732510416	N
0000892712-23-000131	0	63	253933047	N
0001665633-23-000004	0	200	579988784	N
0000950123-23-008795	0	2	74728168	N
0000950123-23-008794	0	5	114015007	N
0001487438-23-000005	0	223	2122759065	N
0001802084-23-000004	0	225	438329713	N
0000950123-23-008793	0	1	0	N
0001441888-23-000004	1	161	1055967238	N
0001437749-23-028047	0	4	158665348	N
0001802091-23-000005	0	170	432248000	N
0001764754-23-000005	0	2091	1942210374	N
0001964535-23-000004	0	93	503870430	N
0001085146-23-003700	0	92	196895353	N
0001769062-23-000005	0	37	74350500	
0000905148-23-001117	1	2	1837530	
0001104659-23-108540	0	501	170576358	
0001602730-23-000005	0	189	410924498	N
0001172661-23-003387	0	111	655641846	
0001754960-23-000271	0	18	67920186	N
0001755785-23-000004	0	226	315685	N
0001927285-23-000005	0	369	123685810	N
0001754960-23-000270	0	111	122638625	N
0001864123-23-000007	0	160	267721532	N
0001638049-23-000004	0	92	167024456	
0001608531-23-000004	0	123	869475	N
0001965659-23-000004	0	102	278081157	
0001033974-23-000007	0	133	1012944955	N
0001890748-23-000004	0	74	157585591	
0001586882-23-000004	0	94	79097669	
0001792942-23-000006	0	111	204558012	
0001744349-23-000010	0	499	919610715	N
0001893327-23-000005	0	137	442544038	
0001811805-23-000004	0	103	136792687	
0001924030-23-000004	0	42	127972944	
0001062993-23-019236	0	5	126580987	N
0001818940-23-000004	0	38	314637570	N
0001776290-23-000006	0	232	986697998	N
0001901361-23-000005	0	82	288198539	N
0001172661-23-003386	0	45	178120519	
0000943663-23-000145	0	70	886242885	
0001172661-23-003385	0	113	433521053	
0001409427-23-000010	0	324	4191566	N
0001689144-23-000004	0	137	139962318	Y
0001214659-23-013333	0	49	105680947	
0001730546-23-000004	0	138	172563826	N
0001580642-23-005478	1	4492	16317852	
0001995383-23-000002	0	17	75731801	N
0001437749-23-028034	4	208	710400953	N
0001671817-23-000006	0	4	329032205	N
0001596920-23-000007	0	63	116986782	N
0001705819-23-000074	0	101	325590994	
0001553540-23-000005	0	175	822608415	N
0001871593-23-000008	0	44	45393894	
0001729269-23-000007	0	36	325017	N
0001550191-23-000010	0	69	183263802	N
0001482688-23-000014	0	78	1362434049	
0001868491-23-000005	0	95	109885358	N
0001161670-23-000004	0	242	1716957947	N
0001513038-23-000005	0	630	354364838	N
0001845254-23-000008	0	4	92707190	N
0001802013-23-000005	0	97	273317402	N
0001856022-23-000006	0	2993	6552539	N
0001964189-23-000007	2	195	2994110636	N
0001352449-23-000004	0	63	230427	N
0001891240-23-000004	0	201	162638320	N
0001352547-23-000007	0	315	1161593060	N
0001544576-23-000006	0	169	1314265637	N
0001386929-23-000005	0	77	745438896	N
0001544576-23-000005	0	374	4589882988	N
0001718570-23-000004	0	240	1938274	N
0001812103-23-000004	0	937	300198023	N
0001104659-23-108477	0	275	1291109792	
0001881490-23-000002	0	6	63358861	N
0001873372-23-000005	0	47	163478182	N
0001692632-23-000004	0	309	381900772	N
0001905162-23-000005	0	20	117045325	N
0001840268-23-000004	0	182	97620713	N
0001932952-23-000004	0	836	976083292	N
0001383838-23-000016	0	14	422660	N
0000950123-23-008785	0	107	197487725	N
0001652529-23-000005	0	102	289509732	N
0001104659-23-108468	1	1	0	
0001794543-23-000009	0	266	670818324	N
0001172661-23-003381	1	63	162665630	
0001759485-23-000008	4	461	606970182	N
0001172661-23-003380	0	22	102909421	
0001733219-23-000004	0	44	255999405	N
0001454138-23-000005	0	15	930701899	N
0001765388-23-000006	0	16	2540847344	N
0001085146-23-003640	0	96	238966902	N
0001085146-23-003653	0	95	98089168	N
0001085146-23-003644	0	61	175001194	N
0001085146-23-003692	0	131	364295316	N
0001085146-23-003656	0	91	155930726	N
0001085146-23-003666	0	221	484555899	N
0001085146-23-003645	0	79	286637962	N
0001085146-23-003651	0	76	168438157	N
0001085146-23-003679	0	145	112843474	N
0001085146-23-003684	0	322	327467871	N
0001085146-23-003652	0	52	207108143	N
0001085146-23-003649	0	64	115836172	N
0001085146-23-003638	0	156	445694461	N
0001085146-23-003663	0	48	188690309	N
0001085146-23-003677	0	0	0	N
0001966036-23-000004	0	57	161549263	N
0001085146-23-003641	0	26	1631353394	N
0001085146-23-003655	0	87	198323798	N
0001085146-23-003690	0	70	233534207	N
0001085146-23-003673	0	0	0	N
0001085146-23-003665	0	41	161464129	N
0001085146-23-003654	0	76	124390210	N
0001085146-23-003674	0	0	0	N
0001085146-23-003639	0	232	703597223	N
0001085146-23-003667	0	289	1541222137	N
0001085146-23-003669	0	134	1422374113	N
0001754960-23-000268	0	275	677849000	N
0001085146-23-003634	0	71	556543893	N
0001085146-23-003635	0	67	177516574	N
0001085146-23-003658	0	105	380987721	N
0001085146-23-003683	0	77	113197174	N
0001085146-23-003675	0	0	0	N
0001085146-23-003636	0	328	1496762769	N
0001085146-23-003668	0	89	199930923	N
0001754960-23-000265	0	278	273876456	N
0001085146-23-003688	0	110	143197750	N
0001085146-23-003643	0	483	2604192081	N
0001085146-23-003676	0	0	0	N
0001085146-23-003637	0	77	184979637	N
0001085146-23-003661	0	297	598977620	N
0001085146-23-003670	2	144	1956739363	N
0001085146-23-003680	0	61	179962702	N
0001754960-23-000267	0	90	415483785	N
0001085146-23-003646	0	129	174508080	N
0001509873-23-000006	0	52	112475225	N
0001085146-23-003678	5	3001	17928179106	N
0001085146-23-003648	0	134	382954388	N
0001085146-23-003650	0	81	186070900	N
0001085146-23-003647	0	105	229759302	N
0001656537-23-000005	0	42	146448925	N
0001085146-23-003671	0	78	204662309	N
0001085146-23-003685	0	64	205843440	N
0001085146-23-003657	0	103	126310013	N
0001085146-23-003693	0	33	202910930	N
0001754960-23-000269	0	67	152206052	N
0001085146-23-003660	0	167	344425277	N
0001085146-23-003659	0	60	356301901	N
0001085146-23-003686	0	137	263333743	N
0001085146-23-003672	0	123	623245322	N
0001085146-23-003689	0	43	161276923	N
0001085146-23-003664	0	214	297919949	N
0001085146-23-003682	0	237	948126247	N
0001085146-23-003687	0	847	2116585926	N
0001085146-23-003681	0	70	377237646	N
0001754960-23-000266	0	37	148990941	N
0001085146-23-003691	0	103	333928897	N
0001085146-23-003642	0	20	138183874	N
0001085146-23-003662	0	181	529002935	N
0001895678-23-000005	0	28	134541216	N
0001928635-23-000004	0	151	151149014	N
0001754960-23-000264	0	30	113723653	N
0001844369-23-000005	0	161	495476677	N
0001540656-23-000012	0	381	2396761	N
0001754960-23-000263	0	175	687755538	N
0001085146-23-003633	0	113	228058193	N
0001912338-23-000004	0	1320	640625002	N
0001844147-23-000004	0	28	140542	N
0001104659-23-108335	0	159	170512290	
0001580642-23-005470	0	0	0	
0001896447-23-000005	0	40	138664417	N
0001754960-23-000262	0	42	131148810	N
0001735734-23-000005	0	179	337229102	
0001844716-23-000005	0	803	196958230	N
0001834985-23-000007	0	146	1163274541	
0001563690-23-000005	0	155	269960548	N
0001843684-23-000005	0	208	398573996	N
0001983670-23-000008	0	68	595937471	
0001808992-23-000004	0	148	434352400	
0001803189-23-000008	0	73	400734690	
0001754960-23-000261	0	13	155142660	N
0001859195-23-000004	0	9	83800749	
0001903296-23-000004	0	82	308298347	
0001922200-23-000004	0	75	316720982	
0001754960-23-000260	0	96	221200933	N
0001843536-23-000004	0	15	116893250	
0001904906-23-000004	0	83	142810496	
0001994335-23-000016	0	212	289688586	N
0001754960-23-000259	0	85	177032580	N
0001808394-23-000005	0	29	97905581	N
0001839421-23-000004	0	139	186037759	
0000926171-23-000009	6	5202	65668889976	N
0001754960-23-000258	0	53	209929754	N
0001863768-23-000007	0	16	53111471	
0001053054-23-000004	0	0	0	N
0001840888-23-000005	0	26	159813958	N
0001957124-23-000004	0	82	239528643	N
0001950947-23-000005	0	339	959492263	N
0001272164-23-000004	0	594	587615864	N
0001754960-23-000257	0	156	130179773	N
0001018561-23-000005	0	240	560270119	
0001625800-23-000004	0	48	478488136	N
0001580642-23-005467	0	560	258914575	
0001580642-23-005466	0	62	2698829267	
0000894189-23-007569	0	98	583169	
0001010873-23-000004	0	159	1127931	N
0001013762-23-002804	0	15	130845500	
0001784450-23-000005	0	376	831888698	N
0001313294-23-000011	0	266	1709561713	N
0001569174-23-000006	0	39	398904097	N
0001062993-23-019172	0	208	34060781132	N
0001911264-23-000003	0	40	123825577	N
