ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0000950123-23-009740	0	131	3601124611	N
0001082461-23-000004	0	184	1217813	N
0001756870-23-000008	0	41	30505	N
0001104659-23-116004	0	992	68397593147	
0001724140-23-000010	0	9	228022191	
0001104659-23-115989	0	2	440944652	
0001140361-23-052230	0	1239	2438426016	
0001171843-23-006904	1	698	9036630219	
0000950123-23-009734	9	17347	290088560404	N
0000950123-23-009727	0	311	58930340205	N
0001140361-23-052229	0	1231	2207631047	
0001140361-23-052228	0	1181	1862109097	
0001708139-23-000009	0	23	2036703	N
0001085146-23-004225	0	278	1093596725	N
0001140361-23-052227	0	1155	1747411757	
0001140361-23-052226	0	1102	1501956538	
0001140361-23-052225	0	1069	1293422361	
0001140361-23-052224	0	1048	1003593303	
0001140361-23-052223	0	1053	1131936154	
0001140361-23-052222	0	1056	1011976234	
0001104659-23-115963	0	43	1024241324	
0000950123-23-009722	8	2149	39959984477	N
0000950123-23-009718	0	37	154979751	N
0001140361-23-052217	0	1070	1001159811	
0001140361-23-052214	0	1083	905364074	
0001140361-23-052211	0	1096	766526753	
0001140361-23-052209	0	1134	901190722	
0001140361-23-052205	0	1145	851583913	
0001632574-23-000005	1	10	826844	N
0001140361-23-052202	0	1126	817379716	
0001140361-23-052201	0	1137	812462299	
0001140361-23-052199	0	1138	761844627	
0001178913-23-003588	2	71	1166595	
0001733248-23-000009	0	46	140548	Y
0000911270-23-000014	0	43	460159889	N
0001909304-23-000005	0	150	114104133	N
0001583672-23-000004	0	34	88335256	N
0001398344-23-020325	0	365	847300018	
0001171200-23-000449	0	19	231877	
0001140361-23-052160	1	124	3218710086	
0001966040-23-000004	0	127	263847487	N
0001133119-23-000004	0	199	134820029	N
0001423673-23-000006	0	58	1028323488	N
0001730033-23-000004	0	580	578249533	N
0001080107-23-000005	0	129	1569697065	N
0001916885-23-000005	0	0	0	N
0001104659-23-115875	0	62	119401699	
0001903044-23-000004	0	77	136007	N
0001750451-23-000006	0	6	182447611	N
0001963421-23-000004	0	198	127645250	N
0000943663-23-000172	0	62	3733620874	
0001426851-23-000005	0	130	218694464	N
0001591122-23-000005	0	536	1833692706	N
0001695345-23-000005	0	117	303599362	N
0001214659-23-014717	0	39	231121837	
0001351431-23-000005	0	22	262687878	N
0001936249-23-000007	0	2	20191435	N
0001912273-23-000004	0	6	129992244	N
0001724517-23-000005	0	13	79696438	N
0001580642-23-006140	0	21	214175342	
0001080107-23-000004	0	1331	9213291883	N
0001140361-23-052137	0	1135	12324409703	
0001140361-23-052136	0	260	614847500	
0001140361-23-052135	0	345	712375534	
0001140361-23-052134	0	847	8631234894	
0001140361-23-052128	0	235	322909881	
0001890149-23-000004	1	1923	446432465	N
0000019475-23-000005	0	113	200422	N
0001085146-23-004223	0	188	637356789	N
0001085146-23-004222	20	837	336160670	
0000936936-23-000004	0	67	103155	N
0001085146-23-004221	0	36	120597717	N
0001085146-23-004220	0	132	201212810	N
0001172661-23-003687	0	152	200785667	
0001085146-23-004219	0	3601	53222634304	
0001172661-23-003686	0	145	1235856337	
0001085146-23-004218	0	214	1344932018	N
0001674627-23-000005	0	23	113491043	N
0001085146-23-004217	0	62	6854042787	N
0001085146-23-004216	0	68	325348191	N
0001085146-23-004215	0	80	153611925	N
0001085146-23-004214	2	79	93966814	N
0001085146-23-004213	0	0	0	N
0001085146-23-004212	0	0	0	N
0001085146-23-004211	0	58	64230946	N
0001085146-23-004210	0	105	300377040	N
0001085146-23-004209	0	1659	13115259982	N
0001420506-23-001953	0	19	87982596	N
0001085146-23-004208	0	68	160747380	N
0001085146-23-004207	0	586	2862864876	N
0001085146-23-004206	0	28	134105693	N
0001085146-23-004205	0	335	1075679122	N
0001085146-23-004204	0	19	15683666	N
0001085146-23-004203	0	60	180544103	N
0001664999-23-000004	0	59	157191788	N
0001085146-23-004202	1	3631	349228374236	N
0001085146-23-004201	0	103	63346948486	N
0001085146-23-004200	0	965	5703927407	N
0000950123-23-009644	2	2	2995479457	N
0001843867-23-000006	0	84	306301379	N
0001567619-23-007662	0	12	29484	N
0001224608-23-000065	1	4	22848837	N
0001104659-23-115783	0	44	349134372	
0000885709-23-000012	0	134	1464027	
0001941040-23-000339	0	365	2319079336	
0001085146-23-004199	0	28	247239592	N
0001085146-23-004198	0	55	170043750	N
0000930413-23-002431	3	1858	45569069	
0001104659-23-115739	0	8	111700161	
0001211028-23-000007	0	1256	2420075	N
0001765380-23-000220	0	72	165345185	N
0000940445-23-000009	1	649	2134164972	N
0001140361-23-052088	0	3	1032451568	
0001172661-23-003685	0	73	135778155	
0001172661-23-003683	1	196	332240396	
0001172661-23-003682	0	25	144141454	
0001213900-23-084732	0	53	912764619	
0001172661-23-003681	1	6	184625112	
0001172661-23-003679	1	53	6247767673	
0001580642-23-006133	0	126	194554	
0001765380-23-000219	0	323	514417216	N
0001376474-23-000481	1	78	107619521	N
0001420506-23-001951	1	1481	3345352038	N
0001398344-23-020301	0	249	138683789	
0001963352-23-000005	0	44	100782093	N
0001879202-23-000025	0	284	656462933	
0001879202-23-000024	0	258	1868619187	
0001879202-23-000023	0	55	193088643	
0001828822-23-000005	0	23	118508668	N
0001830817-23-000003	0	217	213689020	N
0001765380-23-000218	0	122	666469893	N
0000950123-23-009626	1	110	360257	N
0001768635-23-000005	0	207	273383063	N
0001172661-23-003678	0	56	208609082	
0001580642-23-006128	0	401	2687624	
0001140361-23-052057	0	904	836078879	
0001765380-23-000217	1	287	502162319	N
0001172661-23-003677	0	434	726013876	
0000049205-23-000008	0	5038	9975621270	N
0000938076-23-000008	0	2351	42532122496	N
0001998414-23-000001	0	679	187477355	N
0001765380-23-000216	0	468	1099486692	N
0001666789-23-000004	0	459	1104440897	N
0001862664-23-000014	2	857	3427459684	N
0001965307-23-000005	0	56	42391	N
0001765380-23-000215	0	107	150630535	N
0001172661-23-003676	0	244	799449023	
0001862664-23-000011	0	100	14116561	N
0001862664-23-000009	0	242	146990209	N
0001765380-23-000214	0	225	346508918	N
0000941560-23-000006	0	72	296891470	N
0000894189-23-008299	0	27	28634342	
0001862664-23-000007	2	390	3432733896	N
0001697013-23-000036	0	71	1196103638	N
0001172661-23-003675	0	246	328716683	
0001697013-23-000035	0	62	1434184787	N
0001697013-23-000034	0	4	432386	
0001172661-23-003674	0	80	544113855	
0001765380-23-000213	0	120	217668637	N
0001529090-23-000012	0	11	12335307425	N
0001697013-23-000033	0	64	1141557026	N
0001085146-23-004196	0	1617	27756622280	N
0001697013-23-000032	0	1	672735	
0001861158-23-000005	0	15	318266	N
0001085146-23-004195	0	213	265605000	N
0001697013-23-000031	0	69	1153105360	N
0001997602-23-000001	0	95	217548960	N
0001697013-23-000030	0	1	698608	
0001697013-23-000029	0	76	1405851990	N
0001420506-23-001949	0	0	0	N
0001085146-23-004194	0	2	383794031	N
0001697013-23-000028	0	86	1302304044	N
0000950123-23-009614	0	3	248149386	N
0001085146-23-004193	0	482	658350308	N
0001398344-23-020294	1	1040	3671172129	
0001697013-23-000027	0	2	579795	
0001214659-23-014694	0	462	2825246689	
0001801413-23-000006	0	88	140510152	N
0001697013-23-000026	0	105	1564788087	N
0001858740-23-000004	1	2421	2627009137	N
0001697013-23-000025	0	3	5312106	
0001062993-23-020305	56	3271	1147573207	N
0001697013-23-000024	0	102	1440528049	N
0001697013-23-000023	0	87	1500386355	N
0001085146-23-004192	0	79	40772157	N
0001697013-23-000022	0	2	600720	
0001580642-23-006126	0	648	3156098925	
0001697013-23-000021	0	83	1329544141	N
0001597089-23-000010	0	94	145374184	
0000905729-23-000159	0	127	620044004	
0001759354-23-000009	0	48	113636386	N
0001697013-23-000020	0	2	561422	
0001015877-23-000010	0	65	118489298	N
0001563660-23-000010	0	688	918618422	N
0001697013-23-000019	0	60	851932472	N
0001697013-23-000018	0	1	636437	
0001539204-23-000008	0	2467	4411213	N
0001135428-23-000270	0	72	826673	
0000108634-23-000005	0	86	85683279	N
0001104659-23-115649	0	3	13244855	
0001697013-23-000017	0	48	449433731	N
0001104659-23-115646	1	3	110300555	
0000943663-23-000169	0	67	3428687	
0001697013-23-000016	0	69	729262628	N
0001325447-23-000021	1	524	38650390945	N
0001697013-23-000015	0	61	402255734	N
0001697013-23-000014	0	72	566266300	N
0001697013-23-000013	0	57	322353072	N
0001760145-23-000004	0	197	108793439	N
0001785445-23-000003	0	118	289028671	N
0001158970-23-000005	0	323	1328506276	N
0001697013-23-000012	0	62	357114888	N
0000914933-23-000004	0	188	727956058	N
0001697013-23-000011	0	52	342803072	N
0001104659-23-115636	0	195	440960252	
0001697013-23-000010	0	54	184674320	N
0001706028-23-000008	0	391	640743006	N
0000919574-23-005989	0	216	212635611	
0001697013-23-000009	0	63	227853789	N
0001172661-23-003673	0	6	402013092	
0001697013-23-000008	0	72	218638218	N
0001697013-23-000007	0	57	215306105	N
0001697013-23-000006	0	46	173797262	N
0001625292-23-000008	0	1346	1824269509	N
0001398344-23-020289	6	184	366308833	
0001082215-23-000004	0	183	1701872534	N
0000919574-23-005987	0	500	756354662	
0001396835-23-000011	0	35	1909182482	N
0000950123-23-009596	1	1	5560	N
0001802530-23-000003	0	260	777118104	N
0001104659-23-115617	0	47	367539185	
0001420506-23-001946	0	0	0	N
0001104659-23-115614	0	2	6025698182	Y
0001420506-23-001944	0	0	0	N
0000943663-23-000167	0	1	0	
0001420506-23-001942	0	0	0	N
0001420506-23-001940	0	0	0	N
0001420506-23-001938	0	16	225738875	N
0001172661-23-003672	0	139	40888644805	
0001420506-23-001936	5	4023	7141139688	N
0001104659-23-115607	0	104	317331910	
0001725547-23-001752	0	135	618163984	N
0001214659-23-014684	0	4	112745289	
0001725547-23-001751	0	48	156589684	N
0001861125-23-000004	0	40	151187001	
0001329948-23-000009	0	216	1299222	N
0001162044-23-001145	0	1045	284357387	
0001633697-23-000004	0	506	1593418000	N
0001080173-23-000008	0	96	237031373	N
0001887785-23-000009	0	6	291905	N
0001398344-23-020284	0	74	919706764	
0001867894-23-000004	0	75	107410727	
0001727827-23-000007	0	264	169318977	N
0001892929-23-000009	0	75	482222290	
0001904832-23-000004	0	175	192841880	
0001842054-23-000004	0	101	199461310	
0001907803-23-000004	0	50	212037945	
0001329948-23-000008	0	3364	26828500	N
0001504492-23-000006	0	25	656119117	N
0001841816-23-000004	0	118	140120448	
0001819679-23-000004	0	70	120238080	
0001936987-23-000004	0	26	94818101	
0001712575-23-000008	0	4	32075600	N
0001750852-23-000014	0	84	305059109	
0001226886-23-000006	1	158	620550	N
0001420506-23-001932	4	292	2095719045	N
0001858428-23-000002	0	58	113595691	
0001927724-23-000004	0	135	94358387	N
0001842766-23-000004	0	26	117772706	
0001091370-23-000005	0	573	1019610	N
0000950123-23-009585	12	724	7428472531	N
0001805250-23-000005	0	156	451408876	N
0001570296-23-000008	0	190	278212473	N
0001789082-23-000008	0	15	703630152	N
0001132699-23-000008	0	245	921428	N
0001822587-23-000004	0	1212	262406067	N
0001172661-23-003671	0	48	118390227	
0001376474-23-000479	0	56	206415917	N
0001650135-23-000006	0	114	2258148758	N
0001951757-23-000691	0	295	1157861853	N
0001860698-23-000006	0	79	183979737	N
0001626691-23-000016	0	10	219168829	N
0000902664-23-005376	0	8	173965344	
0001398344-23-020282	0	73	100909001	
0001214659-23-014678	0	95	138468046	
0000018748-23-000011	0	28	819042050	
0001805758-23-000005	0	53	774559803	N
0001633703-23-000024	0	33	487715396	
0001008322-23-000013	2	714	6025372	N
0000950123-23-009579	0	5	157685797	N
0001731124-23-000005	0	68	121590621	N
0001626691-23-000015	0	170	896161487	N
0001967018-23-000003	0	443	351428388	N
0001104659-23-115573	3	114	110958157	
0001626691-23-000014	1	59	354148211	N
0001472190-23-000004	0	346	5796770	N
0000919192-23-000009	0	3024	11744879	N
0001802224-23-000013	0	101	258177212	N
0001777914-23-000007	0	32	265897595	N
0001286478-23-000009	0	276	761219470	Y
0001172661-23-003670	0	58	732439017	
0001576151-23-000010	0	422	2063676110	N
0000892712-23-000135	0	178	1779549987	N
0001172661-23-003668	0	194	927913070	
0001172661-23-003667	0	57	32500341219	
0001540944-23-000004	0	127	565507368	N
0001097833-23-000019	0	41	162474177	N
0001104659-23-115554	0	21	120973633	
0001398344-23-020274	0	404	735830983	
0000950123-23-009574	0	94	567024768	N
0000902664-23-005374	0	1	0	
0000902664-23-005373	0	44	213321915	
0001793755-23-000005	0	1321	2001972	N
0001349434-23-000004	0	48	2350925348	N
0001398344-23-020270	0	222	154786111	
0001951757-23-000690	0	177	242260172	N
0001727336-23-000006	0	468	7599776314	N
0001951757-23-000689	0	87	489492468	N
0001951757-23-000688	0	170	110048887	N
0001951757-23-000687	0	43	120390936	N
0000912938-23-000491	9	3323	285587904863	N
0001104659-23-115527	2	84	622916133	
0001582202-23-000008	0	2608	127492768289	N
0001843237-23-000005	0	0	0	N
0001089877-23-000027	1	1309	20874606406	N
0001104659-23-115517	0	2	58315370	
0001104659-23-115516	0	3	185697762	
0001104659-23-115515	0	2	128130930	
0001104659-23-115511	0	4	42792114	
0001673907-23-000007	0	198	2126853	N
0001664713-23-000005	0	26	3903361	N
0001527570-23-000005	0	67	38560	N
0001999828-23-000031	0	865	203309058	N
0000891478-23-000141	4	763	7054138023	N
0001999828-23-000030	0	855	206347897	N
0000950123-23-009565	4	185	3105436378	N
0000950123-23-009557	1	3	2772369849	N
0000950123-23-009556	0	1	30796545589	N
0001104659-23-115445	0	1	1743695935	
0001085146-23-004187	0	189	691283133	N
0001085146-23-004173	2	1826	9250409701	N
0001085146-23-004171	0	0	0	N
0001085146-23-004165	0	313	633170613	N
0001800217-23-000009	0	63	659673733	N
0001085146-23-004153	3	122	5915473003	N
0001085146-23-004174	1	67	176342646	N
0001085146-23-004186	0	80	127363284	N
0001085146-23-004154	0	469	4819660052	N
0001085146-23-004184	0	100	196552275	N
0001085146-23-004160	0	143	2000428820	N
0001085146-23-004188	0	176	406344217	N
0001085146-23-004156	4	1804	72230037258	N
0001398344-23-020263	0	296	523891231	
0001754960-23-000321	0	267	296093788	N
0001085146-23-004150	0	109	5062529706	N
0001085146-23-004164	0	188	299586972	N
0001854024-23-000007	0	5	128586484	N
0001597741-23-000005	0	2	39398	N
0001085146-23-004175	0	192	527814005	N
0001310658-23-000004	0	287	878418614	N
0001085146-23-004176	0	1544	8932692499	N
0001085146-23-004181	0	81	81840430	N
0001649451-23-000006	0	1168	3180784602	N
0001085146-23-004152	0	52	312764410	N
0001865158-23-000005	0	171	188908630	N
0001104659-23-115381	0	79	2002311597	
0001278641-23-000004	0	55	205079	N
0001975730-23-000004	0	97	102000	N
0001085146-23-004180	0	28	93311932	N
0001730896-23-000011	0	39	1711875480	N
0001085146-23-004191	0	271	292430969	N
0001085146-23-004170	0	26	110155629	N
0001085146-23-004183	1	64	2572365854	N
0001085146-23-004168	0	827	1474901337	N
0001085146-23-004189	0	19	317352738	N
0001085146-23-004177	0	66	266886985	N
0001085146-23-004172	0	0	0	N
0001603937-23-000004	0	182	446479666	N
0001085146-23-004169	0	123	440429077	N
0001726752-23-000004	0	451	606708040	N
0001842246-23-000004	0	23	283532	N
0001085146-23-004158	59	3151	6516815777	
0001085146-23-004157	0	137	155925662	N
0001085146-23-004182	0	653	1183501714	N
0001085146-23-004159	0	1375	4844000930	N
0001085146-23-004161	0	67	115532786	N
0001566493-23-000004	0	164	304707626	N
0001104659-23-115354	2	280	1039682550	
0001104659-23-115351	0	40	55212590	
0000050863-23-000121	2	10	289759230	N
0001085146-23-004190	0	1710	35010290265	N
0001806570-23-000005	0	24	46576101	N
0001085146-23-004185	0	32	82258313	N
0001085146-23-004178	0	44	42842000	N
0001085146-23-004167	1	285	3318647860	N
0001085146-23-004155	0	0	0	N
0001085146-23-004179	0	59	3213062081	N
0001085146-23-004166	0	393	1528352070	
0001085146-23-004162	0	48	4083347078	N
0001085146-23-004151	0	99	244643464	N
0001085146-23-004163	0	113	479649867	N
0001999828-23-000029	0	804	187222653	N
0001986389-23-000003	0	1	167654015	N
0000950123-23-009506	0	230	773513439	N
0001999828-23-000028	0	1658	262409900	N
0001749768-23-000017	3	395	22383818088	N
0000950123-23-009504	1	4	2262367012	N
0001640335-23-000004	0	144	135356449	N
0001960657-23-000004	0	47	178765062	N
0001999828-23-000027	0	1705	245568999	N
0001172661-23-003666	0	32	150479540	
0001999828-23-000026	0	1647	251803018	N
0001951757-23-000686	1	43	137457280	N
0001172661-23-003660	5	65	5840007875	
0000897069-23-001558	0	182	712967817	
0001398344-23-020252	0	81	169048208	
0000902664-23-005364	0	1	4295859	
0001951757-23-000685	0	56	87479253	N
0001104659-23-115273	0	109	106699966	
0001172661-23-003659	0	96	84262755	
0000714395-23-000057	0	161	687539012	N
0001951757-23-000684	0	82	86118314	N
0001754960-23-000320	0	158	408347061	N
0000897069-23-001551	0	53	68616120	
0001687832-23-000003	0	128	213001393	N
0001172661-23-003658	2	479	244320427	
0001725547-23-001742	0	172	683582553	N
0001420506-23-001929	0	36	70834338	N
0001616525-23-000004	4	797	2583534	N
0001172661-23-003657	0	79	491470987	
0001493152-23-039754	0	5	3014426	
0001815355-23-000002	0	72	411692781	N
0001166620-23-000005	0	140	531915293	N
0001537319-23-000004	0	179	396467143	N
0001062993-23-020267	0	195	869505943	N
0001725547-23-001741	0	178	507529571	N
0001172661-23-003656	0	91	356304775	
0001704720-23-000096	0	5	1506369119	N
0001172661-23-003655	0	289	925682238	
0001306333-23-000008	0	989	1462223334	N
0001591068-23-000003	0	434	164660839	N
0001172661-23-003653	0	15	173057603	
0001512991-23-000006	0	1487	1487980724	N
0001172661-23-003652	0	276	437555655	
0001725547-23-001740	1	86	482702668	N
0001999828-23-000025	0	1631	290511115	N
0001172661-23-003651	0	33	65151477	
0001172661-23-003650	0	109	142497783	
0001999828-23-000024	0	1669	299929177	N
0001469751-23-000008	0	110	2821068	N
0001172661-23-003649	0	125	141337245	
0001999828-23-000023	0	1313	270977091	N
0001573767-23-000011	0	30	172876432	N
0001999828-23-000022	0	1296	273696821	N
0001621225-23-000010	0	740	3056213561	N
0001999828-23-000021	0	1253	254211800	N
0001843578-23-000005	0	39	265404556	N
0001376772-23-000007	0	321	321563313	N
0001062993-23-020257	0	3	173122972	N
0000898432-23-000768	0	55	84722348	
0001172661-23-003648	0	65	67868983	
0001430681-23-000004	0	87	223252	N
0001214659-23-014642	0	165	466817306	
0001757282-23-000005	0	79	180165	N
0001078013-23-000006	0	1432	10980606241	N
0001598841-23-000005	2	197	307947627	N
0001999828-23-000020	0	1230	235761202	N
0001470414-23-000015	0	143	804403	
0001999828-23-000019	0	1218	206715319	N
0000869179-23-000008	0	43	91793344	
0001999828-23-000018	0	1201	191125807	N
0001888610-23-000007	0	11	119637943	N
0001172661-23-003647	0	144	155325748	
0001172661-23-003646	0	116	121064790	
0001732399-23-000005	0	376	44703530	N
0001063571-23-000006	0	199	3302703	N
0001766159-23-000010	0	313	535036131	
0001765536-23-000004	0	332	1354194787	N
0001721168-23-000013	0	28	389406355	N
0001134152-23-000008	0	162	963770490	N
0001765380-23-000211	0	151	475800623	N
0001172661-23-003645	0	138	200139997	
0001791965-23-000005	1	969	2783093691	N
0001599562-23-000015	0	1	0	
0001172661-23-003644	0	39	700108539	
0001172661-23-003643	0	35	306193962	
0001803295-23-000004	0	83	168227237	N
0001371726-23-000006	0	47	334560045	N
0000312070-23-000017	7	9077	160571904	N
0001420506-23-001927	0	664	337886192	N
0001949059-23-000010	0	104	372310	N
0000919574-23-005960	0	8	87540915	
0001999828-23-000017	0	1199	158974054	N
0001424717-23-000010	0	781	832518144	N
0001104659-23-115151	0	63	238756480	
0001999828-23-000016	0	1167	195162895	N
0001767812-23-000004	0	66	367783480	N
0001999828-23-000015	0	1179	179122153	N
0001172661-23-003642	0	162	354180336	
0001765380-23-000210	0	322	431030037	N
0000842775-23-000005	0	1523	1818054423	N
0000740913-23-000010	1	86	2526265	N
0001140361-23-051864	0	74	451781967	
0001104659-23-115147	0	182	150297282	
0000949853-23-000008	0	18	37011210	N
0001104659-23-115146	0	20	310587000	
0001085146-23-004148	0	89	92345207	N
0001104659-23-115144	0	87	136782449	
0001140361-23-051860	0	75	459131390	
0001941040-23-000338	0	734	2069447031	
0001140361-23-051859	2	352	192154956	
0001883367-23-000005	0	2	95944732	N
0001964394-23-000004	0	799	218287142	Y
0001434323-23-000004	0	179	822572151	N
0000917579-23-000004	0	38	158128	N
0001508120-23-000004	0	134	488268480	N
0001941040-23-000337	0	86	563271136	
0000949623-23-000009	0	554	5002202	
0001172661-23-003641	0	58	1103257217	
0001861752-23-000006	0	87	122618411	N
0001801145-23-000016	0	131	102626479	N
0001846493-23-000009	0	93	234125607	
0001104659-23-115130	0	1	46759335	
0001908158-23-000004	0	74	146942676	N
0001600145-23-000009	0	300	1300104	N
0001749768-23-000013	3	395	22383625880	N
0001841768-23-000004	0	167	135581063	N
0001803005-23-000004	0	59	142173672	N
0001518364-23-000005	0	192	1333276873	N
0001742315-23-000004	0	85	746328093	N
0001895612-23-000008	0	136	227631186	N
0001765380-23-000209	0	45	342146298	N
0001376474-23-000476	0	103	828632168	N
0001534270-23-000005	0	4627	974755	N
0001104659-23-115112	0	1	81464803	
0001686242-23-000004	0	111	392886	N
0001512073-23-000004	0	127	136448	
0001632096-23-000005	0	64	352001438	N
0001910174-23-000005	0	51	122823847	
0001394096-23-000006	0	87	497422	N
0001633366-23-000005	0	675	749364281	N
0001803593-23-000016	0	71	337200896	
0001765380-23-000208	0	365	803998429	N
0001841857-23-000004	0	66	94237989	N
0001033505-23-000005	0	268	1347459944	N
0000943663-23-000165	0	60	9302257567	
0001765380-23-000207	0	67	1477551818	N
0001903153-23-000005	0	84	130074811	N
0001765380-23-000206	0	95	360056760	N
0001765380-23-000205	0	19	52776745	N
0000810265-23-000006	0	3263	69570302	N
0001542611-23-000010	0	147	371709825	N
0001172661-23-003640	0	26	68619234	
0001965776-23-000004	0	45	142538633	N
0001524408-23-000013	0	63	3074562	N
0001666757-23-000004	0	975	1140338899	N
0001817714-23-000006	0	196	237002355	N
0001849614-23-000006	0	291	300584199	N
0001199835-23-000541	0	122	2666429811	
0001172661-23-003639	20	842	5614658878	
0001667731-23-000453	4	4303	2614782692	
0001538846-23-000008	0	616	4381878	N
0001775863-23-000009	0	315	902797724	N
0001172661-23-003638	0	84	288103866	
0001535862-23-000004	0	12	152132390	N
0001439805-23-000007	0	228	946344	N
0001420506-23-001925	0	26	473018266	N
0001286534-23-000004	0	72	431663	N
0001072843-23-000004	0	61	426011	N
0001141455-23-000006	0	203	1525751	N
0001635523-23-000004	0	206	57677512	N
0001214659-23-014622	0	57	914657675	
0000950123-23-009465	2	1	3214768170	N
0001172661-23-003634	0	47	259313229	
0001451531-23-000005	0	0	0	N
0001542611-23-000009	0	199	965814623	N
0001843745-23-000004	1	799	214865557	N
0001765380-23-000204	0	223	534724622	N
0001171200-23-000445	0	83	12654195071	
0001104659-23-115057	2	954	1053772911	
0001748729-23-000009	0	47	941527515	N
0001482935-23-000004	0	107	634951403	N
0001843527-23-000004	0	27	276411587	N
0001963860-23-000011	0	71	5491862	Y
0000929638-23-003039	0	20	1355712	
0000950123-23-009460	1	415	13247816774	N
0001447946-23-000009	2	76	999839978	
0000950123-23-009458	2	1544	49426900438	N
0000950123-23-009457	0	24	74725360	N
0001802934-23-000008	0	6	0	N
0001633969-23-000006	0	10	2069952168	
0001214659-23-014615	0	26	131287895	
0001085146-23-004114	6	1827	39189024415	N
0001694126-23-000003	1	652	572538	N
0001763121-23-000005	0	119	447737202	N
0001085146-23-004139	0	18	137245222	N
0001172036-23-000005	0	107	187345	N
0001085146-23-004131	0	28	92456505	N
0000950123-23-009449	0	23	40868020	N
0001085146-23-004120	0	73	142508970	N
0000897069-23-001548	0	2170	11771130520	
0001085146-23-004126	0	42	173656474	N
0001822809-23-000002	0	16	191605268	N
0001085146-23-004112	0	74	220434285	N
0001085146-23-004129	0	62	116697920	N
0001085146-23-004127	0	97	111869346	N
0001944437-23-000006	0	929	176436578	N
0001104659-23-114926	0	30	49216624	
0001085146-23-004138	0	159	1046016746	N
0001085146-23-004143	0	21	227835163	N
0001085146-23-004133	0	163	355022562	N
0001085146-23-004128	0	675	2412365530	N
0001085146-23-004132	0	241	275547914	N
0001879167-23-000005	0	81	65751165	N
0001544676-23-000011	2	172	2846327861	N
0001699092-23-000010	0	6	37599283	N
0001085146-23-004137	0	798	6702866033	N
0001085146-23-004135	0	50	303136870	N
0001085146-23-004140	0	250	444614506	N
0001085146-23-004125	1	524	1059364445	N
0001802872-23-000004	0	200	133304	N
0001085146-23-004144	0	180	222598346	N
0001085146-23-004121	0	111	87703561	N
0001085146-23-004113	0	98	235425756	N
0001085146-23-004130	0	163	252744374	N
0001085146-23-004134	0	36	131290995	N
0001085146-23-004117	0	0	0	N
0001085146-23-004118	0	0	0	N
0001799964-23-000004	0	126	292431366	N
0001085146-23-004123	0	36	218116882	N
0001085146-23-004110	0	16	321021664	N
0001085146-23-004124	0	114	260153278	N
0001662944-23-000004	0	30	65470429	N
0001085146-23-004111	0	15	121599657	N
0001085146-23-004141	0	156	7168935790	N
0001085146-23-004115	0	0	0	N
0001085146-23-004119	0	60	222513086	N
0001596452-23-000006	0	33	197915	N
0001085146-23-004122	0	27	208664223	N
0001085146-23-004116	0	0	0	N
0001085146-23-004142	0	23	72287531	N
0001085146-23-004136	0	70	190727437	N
0001885092-23-000004	0	3	77762073	N
0001911307-23-000004	0	31	144039908	N
0001646247-23-000004	0	594	6055651298	N
0001580642-23-006064	0	456	272613	
0001999828-23-000014	0	1161	174147546	N
0001672829-23-000004	0	85	2768774	N
0000897069-23-001546	0	34	249877766	
0001842362-23-000004	0	107	170196880	N
0001999828-23-000013	0	1189	171292440	N
0001967054-23-000003	0	654	103573473	N
0001104659-23-114802	0	0	0	
0001104659-23-114799	0	1	104604449	
0001062993-23-020198	0	63	64089960	N
0001104659-23-114791	0	2	108208230	
0000950123-23-009445	0	252	552025592	N
0001085146-23-004109	0	272	312313819	N
0001738738-23-000004	0	156	154000825	N
0001999828-23-000012	0	1132	155073536	N
0001999828-23-000011	0	1134	152622170	N
0001172661-23-003632	0	108	431725153	
0001467373-23-000359	0	1	0	N
0001986196-23-000003	0	12	114371267	N
0000950123-23-009443	0	86	248531257	N
0001566728-23-000010	0	160	8133857832	N
0001999828-23-000010	0	1127	143737382	N
0001379995-23-000006	0	565	2271723961	N
0001482611-23-000005	0	114	145171329	N
0001999828-23-000009	0	1125	139668767	N
0001727993-23-000009	0	143	301270	N
0001214659-23-014600	0	31	90993515	
0001172661-23-003631	0	152	652043558	
0001999828-23-000008	0	1078	136526322	N
0001123292-23-000136	0	2	57031215	
0001172661-23-003630	0	3	197494411	
0001172661-23-003629	1	121	200748564	
0001999828-23-000007	0	1076	131024290	N
0001964652-23-000004	0	399	145134828	N
0001999828-23-000006	0	1083	126322733	N
0001701132-23-000004	0	133	286501435	N
0001999828-23-000005	0	1064	119386489	N
0001973259-23-000006	0	371	248725352	N
0001999828-23-000004	0	1057	111759295	N
0000033250-23-000004	0	615	1209653539	N
0001796651-23-000007	0	68	427068	N
0001766571-23-000009	0	47	94914508	N
0001973259-23-000005	0	275	230567540	N
0001777817-23-000004	0	110	409794358	N
0001973259-23-000004	0	200	205009437	N
0001140361-23-051562	0	1	857209094	
0001382646-23-000006	0	195	321218025	
0001999828-23-000003	0	1045	109571565	N
0001172661-23-003628	0	153	419125161	
0000945621-23-000547	1	132	18712718275	
0001999828-23-000002	0	1024	105915768	N
0001172661-23-003627	0	643	494429966	
0001725547-23-001739	0	316	834379174	N
