ACCESSION_NUMBER,OTHERINCLUDEDMANAGERSCOUNT,TABLEENTRYTOTAL,TABLEVALUETOTAL,ISCONFIDENTIALOMITTED,timestamp
0001802994-24-000001,0,74,205458013,,2023-10-01
0001740053-24-000006,0,307,3363643087,,2023-10-01
0001860698-24-000003,0,92,236403844,N,2023-10-01
0001104659-24-086147,0,16,112084276,,2023-10-01
0001214659-24-013870,0,34,75427088,,2023-10-01
0001591379-24-000005,0,321,877967450,,2023-10-01
0001471474-24-000003,0,499,2408531519,,2023-10-01
0001115055-24-000155,2,1077,4674772876,N,2023-10-01
0001214659-24-013867,0,387,1116226597,,2023-10-01
0000945621-24-000609,0,12,86306221,,2023-10-01
0001398344-24-013899,0,144,526516975,,2023-10-01
0001226886-24-000008,1,173,653039986,N,2023-10-01
0001999371-24-009617,0,12,119340411,,2023-10-01
0001172661-24-003089,0,220,351950158,,2023-10-01
0001085146-24-003523,0,1112,16557877777,N,2023-10-01
0001172661-24-003088,0,129,45915617216,,2023-10-01
0001735605-24-000003,0,127,284210,N,2023-10-01
0001398344-24-013888,0,113,126350111,,2023-10-01
0001085146-24-003522,0,1,349460552,N,2023-10-01
0001085146-24-003521,0,213,325299832,N,2023-10-01
0001085146-24-003520,0,473,804171727,N,2023-10-01
0001085146-24-003519,0,28,49973476,N,2023-10-01
0001104659-24-086115,2,2069,2267710950,,2023-10-01
0001447946-24-000008,2,44,367340429,,2023-10-01
0002009427-24-000004,0,138,251276707,N,2023-10-01
0000950123-24-007205,10,662,7895963740,N,2023-10-01
0001912273-24-000003,0,8,158098514,N,2023-10-01
0000950123-24-007201,2,23,177664750,N,2023-10-01
0001104659-24-086043,0,1,73972811,,2023-10-01
0001104659-24-086040,0,1,110526721,,2023-10-01
0001104659-24-086038,0,4,436628819,,2023-10-01
0001062993-24-014461,0,1165,1363367513,N,2023-10-01
0001352776-24-000003,0,39,331433,N,2023-10-01
0001591122-24-000004,0,531,2215043820,N,2023-10-01
0001508120-24-000003,0,142,580645333,N,2023-10-01
0001078013-24-000004,0,1615,11270698781,N,2023-10-01
0001291318-24-000007,5,566,3397489551,N,2023-10-01
0000950123-24-007184,1,1,0,N,2023-10-01
0001214659-24-013833,0,227,1399803882,,2023-10-01
0001483870-24-000003,2,690,2911138819,N,2023-10-01
0001214659-24-013852,0,27,197884116,,2023-10-01
0001420506-24-001257,0,1196,3155822525,N,2023-10-01
0001310658-24-000003,0,307,1029908416,N,2023-10-01
0001351431-24-000004,0,20,288241166,N,2023-10-01
0001965796-24-000008,0,1623,240544473,N,2023-10-01
0001085146-24-003511,9,1843,913111056,,2023-10-01
0001085146-24-003510,0,1261,9990542821,N,2023-10-01
0001085146-24-003509,0,74,199577506,N,2023-10-01
0001085146-24-003508,0,21,545106706,N,2023-10-01
0001085146-24-003507,0,161,1056983201,N,2023-10-01
0001085146-24-003506,0,24,88195997,N,2023-10-01
0001085146-24-003505,0,133,479209832,N,2023-10-01
0001085146-24-003504,0,219,360005030,N,2023-10-01
0001085146-24-003503,0,119,450852351,N,2023-10-01
0001085146-24-003502,0,78,145758176,N,2023-10-01
0001085146-24-003501,0,83,1016578240,N,2023-10-01
0001085146-24-003500,0,145,274055177,N,2023-10-01
0001085146-24-003498,0,116,195576769,N,2023-10-01
0001085146-24-003497,1,810,16497614830,N,2023-10-01
0001056559-24-000003,0,428,2106938679,N,2023-10-01
0001085146-24-003496,0,2387,14906627751,N,2023-10-01
0001924030-24-000003,0,35,60423632,N,2023-10-01
0001085146-24-003495,2,1399,9945011466,N,2023-10-01
0001085146-24-003494,0,168,386279430,N,2023-10-01
0001085146-24-003493,0,0,0,N,2023-10-01
0001085146-24-003492,0,44,149495273,N,2023-10-01
0001085146-24-003491,0,72,198228804,N,2023-10-01
0001843745-24-000003,2,935,309868529,N,2023-10-01
0001280965-24-000042,1,110,7559022888,,2023-10-01
0001172661-24-003087,0,149,1133888786,,2023-10-01
0001724269-24-000005,0,624,2079821648,N,2023-10-01
0001802474-24-000004,0,93,212417151,N,2023-10-01
0001941040-24-000322,0,105,705855043,,2023-10-01
0001841768-24-000003,0,171,170117637,N,2023-10-01
0001511739-24-000003,0,161,337870129,N,2023-10-01
0001531971-24-000004,0,240,547417491,N,2023-10-01
0000040417-24-000039,0,72,1436437058,N,2023-10-01
0001172661-24-003084,0,55,539895391,,2023-10-01
0001761450-24-000003,0,126,252074270,N,2023-10-01
0001376474-24-000395,3,142,285712320,,2023-10-01
0001765380-24-000279,0,76,113720927,N,2023-10-01
0001963787-24-000004,0,92,218392331,N,2023-10-01
0000950123-24-007159,0,3,214703484,N,2023-10-01
0001437749-24-024648,0,164,131913226,N,2023-10-01
0001941040-24-000321,0,194,149516179,,2023-10-01
0000950123-24-007158,0,3,266339482,N,2023-10-01
0001062993-24-014424,0,103,336358202,N,2023-10-01
0001765380-24-000278,0,120,3505848097,N,2023-10-01
0001879206-24-000004,0,138,179559806,N,2023-10-01
0001941040-24-000320,6,119,186838795,,2023-10-01
0001333709-24-000007,0,68,730051442,N,2023-10-01
0000897069-24-001618,0,2101,14980345682,,2023-10-01
0001941040-24-000319,2,34,1063282931,,2023-10-01
0001171200-24-000243,0,87,12220495522,,2023-10-01
0001172661-24-003081,0,137,220314507,,2023-10-01
0001506071-24-000001,0,307,549314313,N,2023-10-01
0001172661-24-003080,0,2,237809570,,2023-10-01
0001104659-24-085796,0,18,278476000,,2023-10-01
0001140361-24-035730,1,1777,2997581800,,2023-10-01
0001699080-24-000006,0,140,638641746,N,2023-10-01
0001137439-24-001218,0,1,4117055,N,2023-10-01
0001749768-24-000015,4,313,24540128001,N,2023-10-01
0001697721-24-000008,0,6,292963985,N,2023-10-01
0001831263-24-000004,0,205,262131788,N,2023-10-01
0001993325-24-000003,0,148,134405007,N,2023-10-01
0001494234-24-000006,0,129,1168427006,N,2023-10-01
0000943712-24-000006,0,2,959264665,N,2023-10-01
0001016972-24-000006,0,320,585470366,N,2023-10-01
0001573913-24-000006,0,282,1863371829,N,2023-10-01
0001705819-24-000044,0,35,209063781,,2023-10-01
0001437749-24-024610,0,164,433509994,N,2023-10-01
0001962532-24-000003,0,40,212493424,N,2023-10-01
0001085146-24-003489,0,139,182576292,N,2023-10-01
0001541910-24-000004,0,1334,6584871967,N,2023-10-01
0001177206-24-000006,0,1165,25789357850,N,2023-10-01
0000039263-24-000061,3,1241,6904333621,N,2023-10-01
0001398344-24-013744,2,3186,638409189,,2023-10-01
0001085146-24-003488,0,0,0,N,2023-10-01
0001085146-24-003487,1,78,14956414350,N,2023-10-01
0001330463-24-000004,0,257,559912820,N,2023-10-01
0001469751-24-000006,0,172,3747551,N,2023-10-01
0001765380-24-000277,0,252,682365434,N,2023-10-01
0000950123-24-007147,0,2,1016681,N,2023-10-01
0001370102-24-000007,0,2399,8912891,N,2023-10-01
0001104659-24-085770,0,960,12056982109,,2023-10-01
0001975550-24-000007,0,106,166120623,N,2023-10-01
0001420506-24-001255,0,47,279821480,N,2023-10-01
0001398344-24-013722,0,167,93860891,,2023-10-01
0001962713-24-000005,0,151,229269649,N,2023-10-01
0001911391-24-000004,0,123,142664831,N,2023-10-01
0002015721-24-000003,0,13,6703508,,2023-10-01
0001975550-24-000006,0,99,269273640,N,2023-10-01
0001587192-24-000007,0,319,414808740,N,2023-10-01
0001940033-24-000003,0,99,163505937,N,2023-10-01
0001629290-24-000007,0,28,216721,N,2023-10-01
0001423065-24-000006,0,49,96614010,N,2023-10-01
0001580642-24-004167,0,22,107349879,,2023-10-01
0001652442-24-000004,0,81,2752884346,N,2023-10-01
0001481714-24-000006,0,95,860162025,N,2023-10-01
0001541496-24-000010,0,131,695878075,,2023-10-01
0001483824-24-000005,0,438,956173726,N,2023-10-01
0001842572-24-000007,0,133,199713575,N,2023-10-01
0001352860-24-000007,0,716,484241681,N,2023-10-01
0001398344-24-013708,0,2106,47405800,,2023-10-01
0001352467-24-000004,0,220,1220572006,N,2023-10-01
0001590073-24-000005,0,101,683850422,N,2023-10-01
0001172661-24-003075,2,466,12185426366,Y,2023-10-01
0001765380-24-000276,0,134,238920928,N,2023-10-01
0001975550-24-000005,0,126,406399846,N,2023-10-01
0001849561-24-000005,0,222,355092963,N,2023-10-01
0001911470-24-000004,0,87,96959142,N,2023-10-01
0001040188-24-000045,4,2753,99752962179,,2023-10-01
0001895612-24-000006,0,164,321748358,N,2023-10-01
0001986152-24-000043,0,250663,250,N,2023-10-01
0001172661-24-003074,0,25,72679052,,2023-10-01
0001975550-24-000004,0,107,143771995,N,2023-10-01
0001437749-24-024598,0,34,192212071,N,2023-10-01
0001382646-24-000004,0,206,352870547,,2023-10-01
0001861798-24-000006,0,78,279236110,N,2023-10-01
0001767855-24-000003,0,131,429807793,N,2023-10-01
0001140436-24-000004,0,27,5387490818,N,2023-10-01
0001172661-24-003071,0,58,391582398,,2023-10-01
0001568303-24-000005,0,252,333539333,N,2023-10-01
0001975550-24-000003,0,164,275931310,N,2023-10-01
0001123292-24-000211,0,2,146654439,,2023-10-01
0001861798-24-000005,0,41,229323550,N,2023-10-01
0001078841-24-000004,0,29,802959478,N,2023-10-01
0001575301-24-000004,0,26,2322680094,N,2023-10-01
0001802244-24-000006,0,101,125596512,N,2023-10-01
0001214659-24-013769,1,278,3742873410,,2023-10-01
0001482611-24-000003,0,108,154688289,N,2023-10-01
0001765380-24-000275,0,179,314339108,N,2023-10-01
0001104659-24-085710,0,552,8059569083,,2023-10-01
0000053417-24-000063,2,796,156014794719,N,2023-10-01
0001954044-24-000006,0,40,148549411,N,2023-10-01
0001214659-24-013765,1,285,3420197243,,2023-10-01
0001172661-24-003070,0,86,293176575,,2023-10-01
0001765380-24-000274,0,358,970194522,N,2023-10-01
0001580642-24-004152,0,151,549820750,,2023-10-01
0001717977-24-000005,0,19,478189,N,2023-10-01
0001765380-24-000273,0,71,448996559,N,2023-10-01
0000950123-24-007122,1,5,67181234,N,2023-10-01
0001262677-24-000002,0,105,451008562,N,2023-10-01
0001765380-24-000272,0,66,1541561886,N,2023-10-01
0001398344-24-013674,0,58,603689791,,2023-10-01
0000905729-24-000127,0,23,116938163,,2023-10-01
0000950123-24-007118,1,37,218447977,N,2023-10-01
0000903603-24-000005,0,3,219705829,N,2023-10-01
0001742998-24-000004,3,526,149109,N,2023-10-01
0001398344-24-013670,0,178,328958324,,2023-10-01
0001172661-24-003067,1,56,169459657,,2023-10-01
0001765380-24-000271,0,110,430484176,N,2023-10-01
0000820478-24-000010,0,1948,25308306610,N,2023-10-01
0001765380-24-000270,0,21,79147080,N,2023-10-01
0000044365-24-000003,0,2002,4082946825,N,2023-10-01
0001172661-24-003066,0,48,389740408,,2023-10-01
0001997602-24-000003,0,113,298491401,N,2023-10-01
0001006407-24-000011,0,86,949025082,N,2023-10-01
0001765380-24-000268,0,103,96797534,N,2023-10-01
0001585047-24-000003,0,172,536410,N,2023-10-01
0001085146-24-003485,0,109,212107545,N,2023-10-01
0001701132-24-000005,0,137,369928693,N,2023-10-01
0001531809-24-000003,0,99,791630081,N,2023-10-01
0001765380-24-000266,0,75,505644192,N,2023-10-01
0001140361-24-035631,0,81,833192594,,2023-10-01
0001765380-24-000265,0,96,606490019,N,2023-10-01
0001588873-24-000006,0,60,7210467,N,2023-10-01
0001104659-24-085679,3,5,454640365,,2023-10-01
0001802806-24-000035,0,1,79331945,N,2023-10-01
0001140361-24-035629,0,75,697289954,,2023-10-01
0001140361-24-035626,0,78,673523576,,2023-10-01
0001602905-24-000004,0,1051,1320778601,N,2023-10-01
0001140361-24-035624,0,80,590232418,,2023-10-01
0001172661-24-003065,0,51,161975980,,2023-10-01
0001398344-24-013661,0,156,483083516,,2023-10-01
0001843510-24-000003,0,49,73507290,N,2023-10-01
0001513137-24-000004,0,10,236421,N,2023-10-01
0001844891-24-000003,0,4,1567802140,N,2023-10-01
0001656735-24-000006,0,22,3698884957,N,2023-10-01
0001398318-24-000008,0,1520,23000336,N,2023-10-01
0001104366-24-000006,0,94,1145699,N,2023-10-01
0001508236-24-000006,1,10,121339738,N,2023-10-01
0001797217-24-000005,0,12,396307518,N,2023-10-01
0001724517-24-000005,0,38,184064239,N,2023-10-01
0001213900-24-064982,2,5,262193813,,2023-10-01
0001933132-24-000004,0,75,158367804,N,2023-10-01
0001140361-24-035604,0,94,5305720643,,2023-10-01
0001085146-24-003472,0,200,472905955,N,2023-10-01
0001214659-24-013735,0,52,416120154,,2023-10-01
0001085146-24-003478,0,111,241981675,N,2023-10-01
0001979028-24-000003,0,71,742727776,N,2023-10-01
0001085146-24-003474,0,72,260567400,N,2023-10-01
0001085146-24-003477,0,103,124698446,N,2023-10-01
0001085146-24-003468,0,182,926742456,N,2023-10-01
0001085146-24-003469,0,213,195066942,N,2023-10-01
0001085146-24-003475,0,913,1617721727,N,2023-10-01
0001085146-24-003482,0,78,144260018,N,2023-10-01
0001513189-24-000012,0,269,2100773755,N,2023-10-01
0001085146-24-003471,0,133,160388213,N,2023-10-01
0001842054-24-000003,2,35,237757737,N,2023-10-01
0001765380-24-000263,0,139,524554477,N,2023-10-01
0001085146-24-003470,0,671,3776144407,N,2023-10-01
0001085146-24-003481,0,224,450102149,N,2023-10-01
0001729359-24-000003,0,104,901173453,N,2023-10-01
0001085146-24-003480,0,83,231120141,N,2023-10-01
0001085146-24-003476,0,67,85983053,N,2023-10-01
0001085146-24-003473,0,113,427202351,N,2023-10-01
0001085146-24-003479,0,572,908743314,N,2023-10-01
0001166716-24-000003,0,242,450468026,N,2023-10-01
0001505207-24-000006,0,53,231651,N,2023-10-01
0001140361-24-035570,0,18,565891351,,2023-10-01
0001566801-24-000003,0,79,291881900,N,2023-10-01
0001654847-24-000005,0,137,2951680,N,2023-10-01
0000911927-24-000003,0,91,183151716,N,2023-10-01
0001730295-24-000006,0,779,255023328,N,2023-10-01
0001721242-24-000008,1,783,1433761778,N,2023-10-01
0001096343-24-000109,1,222,10165588896,N,2023-10-01
0000894189-24-004589,2,8,5101019,,2023-10-01
0001805250-24-000003,0,184,606166076,N,2023-10-01
0001665097-24-000006,0,96,1768557652,N,2023-10-01
0001089707-24-000003,0,84,138237,N,2023-10-01
0001709478-24-000009,0,2,234506492,N,2023-10-01
0001214659-24-013644,0,57,141117963,,2023-10-01
0001959790-24-000006,0,159,277053343,N,2023-10-01
0000709428-24-000007,0,397,1002071261,N,2023-10-01
0000950172-24-000407,0,1,5161193,,2023-10-01
0001695664-24-000004,0,493,376837544,N,2023-10-01
0001027796-24-000014,1,194,28442165995,N,2023-10-01
0000950123-24-007059,1,617,2430108183,N,2023-10-01
0000950123-24-007053,2,5,153885286,N,2023-10-01
0001596901-24-000003,0,116,207386703,N,2023-10-01
0001974403-24-000004,0,89,145716296,N,2023-10-01
0001398344-24-013634,0,171,311083219,,2023-10-01
0001765380-24-000262,0,95,217939371,N,2023-10-01
0001763138-24-000004,0,74,133499638,N,2023-10-01
0001337263-24-000008,0,218,1493877014,N,2023-10-01
0001420506-24-001248,0,1,110605590,N,2023-10-01
0001765380-24-000261,0,52,131667792,N,2023-10-01
0001085146-24-003448,0,752,4120612049,N,2023-10-01
0001692038-24-000007,0,390,1415936447,N,2023-10-01
0001844427-24-000005,0,35,21569318,N,2023-10-01
0001104659-24-085316,0,2433,1466914524,,2023-10-01
0001085146-24-003447,0,145,372876016,N,2023-10-01
0001641438-24-000005,0,114,620800874,N,2023-10-01
0001951757-24-000653,0,187,303977719,N,2023-10-01
0001951757-24-000652,0,209,275872347,N,2023-10-01
0001951757-24-000651,0,90,243537857,N,2023-10-01
0001725547-24-003710,0,157,723846552,N,2023-10-01
0001951757-24-000650,0,241,515858424,N,2023-10-01
0000919574-24-004245,0,11,200819673,,2023-10-01
0001951757-24-000649,1,111,183368645,N,2023-10-01
0001566601-24-000006,0,198,361795,N,2023-10-01
0001799367-24-000004,0,43,235241276,N,2023-10-01
0001213900-24-064624,0,244,486275733,,2023-10-01
0001951757-24-000648,0,43,160929154,N,2023-10-01
0001951757-24-000647,2,73,359320464,N,2023-10-01
0000024386-24-000004,0,140,10387065741,N,2023-10-01
0000882119-24-000005,0,101,1154615059,N,2023-10-01
0001951757-24-000646,0,98,87180433,N,2023-10-01
0001951757-24-000645,0,175,560720460,N,2023-10-01
0001984555-24-000003,0,217,380639430,N,2023-10-01
0001951757-24-000644,0,82,159195567,N,2023-10-01
0001789351-24-000005,0,496,215606014,N,2023-10-01
0001951757-24-000643,0,356,609073212,N,2023-10-01
0001951757-24-000642,0,46,137060935,N,2023-10-01
0001951757-24-000641,0,108,152530715,N,2023-10-01
0001928635-24-000004,0,175,195722326,N,2023-10-01
0000950123-24-007042,1,1809,107231183831,N,2023-10-01
0001398344-24-013611,0,169,147888118,,2023-10-01
0001951757-24-000640,0,6,158996484,N,2023-10-01
0001537720-24-000006,0,519,2713929599,,2023-10-01
0001951757-24-000639,0,46,143496951,N,2023-10-01
0001536562-24-000006,0,41,78777244,N,2023-10-01
0000911270-24-000007,0,39,495483487,N,2023-10-01
0001951757-24-000638,0,38,121839750,N,2023-10-01
0001951757-24-000637,0,60,83074215,N,2023-10-01
0001104659-24-085288,0,45,158310815,,2023-10-01
0001951757-24-000636,0,96,194249593,N,2023-10-01
0001951757-24-000635,0,151,177637479,N,2023-10-01
0001104659-24-085284,0,113,104664991,,2023-10-01
0001951757-24-000634,0,100,190435845,N,2023-10-01
0001378559-24-000003,0,117,227830888,N,2023-10-01
0000019475-24-000004,0,117,287509000,N,2023-10-01
0000950123-24-007035,2,2,3176655173,N,2023-10-01
0001398344-24-013600,0,285,2132537526,Y,2023-10-01
0001837320-24-000003,0,15,182234354,N,2023-10-01
0001840755-24-000003,0,32,197575007,N,2023-10-01
0001398344-24-013598,0,60,311421622,,2023-10-01
0001765380-24-000260,0,225,836707865,N,2023-10-01
0001163902-24-000005,0,382,1455083,N,2023-10-01
0001085146-24-003446,0,0,0,N,2023-10-01
0001759578-24-000004,0,137,347319835,N,2023-10-01
0000926171-24-000011,6,4731,73365540610,N,2023-10-01
0001172661-24-003060,0,66,155630736,,2023-10-01
0001104659-24-085270,2,925,1369553179,,2023-10-01
0001172661-24-003059,0,157,247304316,,2023-10-01
0001802533-24-000007,0,214,430964786,N,2023-10-01
0001093276-24-000003,0,194,843454043,N,2023-10-01
0001765380-24-000259,0,317,881807283,N,2023-10-01
0001398344-24-013587,0,22,1001930008,,2023-10-01
0000905567-24-000004,0,72,10656351341,N,2023-10-01
0001384484-24-000006,0,27,149251877,N,2023-10-01
0001172661-24-003058,0,166,536319805,,2023-10-01
0001765380-24-000258,0,342,649767711,N,2023-10-01
0000898358-24-000005,0,473,5273899038,N,2023-10-01
0001377581-24-000006,0,75,7393995589,N,2023-10-01
0001690370-24-000004,0,1367,8002080023,N,2023-10-01
0001140361-24-035470,0,157,943256633,,2023-10-01
0001172661-24-003057,0,96,991549725,,2023-10-01
0001570396-24-000003,0,98,185935,N,2023-10-01
0001085146-24-003444,0,49,223968786,N,2023-10-01
0001172661-24-003056,0,85,1191801787,,2023-10-01
0001308685-24-000007,0,49,1079965925,N,2023-10-01
0001697717-24-000007,0,163,628655789,N,2023-10-01
0002005547-24-000005,0,408,159284024,N,2023-10-01
0001667731-24-000380,0,206,703689176,,2023-10-01
0001172661-24-003055,0,226,340621481,,2023-10-01
0001874761-24-000008,0,43,193229013,N,2023-10-01
0001420506-24-001241,0,76,317346616,N,2023-10-01
0001085146-24-003443,0,381,1190575149,N,2023-10-01
0001085146-24-003442,0,86,181478656,N,2023-10-01
0001373017-24-000005,0,72,421568009,N,2023-10-01
0001569550-24-000003,0,180,235686104,,2023-10-01
0000869772-24-000010,1,30,307172482,N,2023-10-01
0001529090-24-000013,0,7,12262447593,N,2023-10-01
0001085146-24-003441,1,385,1387832699,N,2023-10-01
0001140022-24-000011,2,917,36073686790,N,2023-10-01
0001085146-24-003440,0,75,457506426,N,2023-10-01
0001172661-24-003054,0,13,21837474,,2023-10-01
0001653012-24-000004,0,23,155165044,N,2023-10-01
0001350780-24-000003,0,82,897891,N,2023-10-01
0001999371-24-009449,0,133,490576000,,2023-10-01
0001172661-24-003051,0,309,904735025,,2023-10-01
0001085146-24-003439,0,83,136703281,N,2023-10-01
0001708139-24-000005,0,26,2919418,N,2023-10-01
0001666910-24-000003,0,38,200979812,N,2023-10-01
0000846788-24-000001,0,13,116278582,N,2023-10-01
0001807283-24-000004,0,95,327297995,N,2023-10-01
0001595686-24-000006,0,21,115787,N,2023-10-01
0001104659-24-085181,1,388,247504678,,2023-10-01
0001104659-24-085178,0,167,232582411,,2023-10-01
0001398344-24-013559,0,63,712193339,,2023-10-01
0001947591-24-000006,0,120,1140380837,N,2023-10-01
0001162044-24-000765,0,1201,342516590,,2023-10-01
0000320335-24-000046,0,2,331163794,N,2023-10-01
0001062993-24-014332,0,62,254852834,N,2023-10-01
0001062993-24-014330,1,424,1057388782,N,2023-10-01
0000897378-24-000005,0,5824,13954189073,N,2023-10-01
0001540880-24-000004,0,539,8859028,N,2023-10-01
0001172661-24-003047,0,93,126785519,,2023-10-01
0001172661-24-003046,0,185,221496286,,2023-10-01
0001575677-24-000005,0,112,23856983188,N,2023-10-01
0001172661-24-003044,0,661,1920297990,,2023-10-01
0001214659-24-013608,0,79,324935998,,2023-10-01
0001654954-24-009838,1,1894,14830411392,,2023-10-01
0001104659-24-085141,0,6,383481197,,2023-10-01
0001951757-24-000633,0,90,122465657,N,2023-10-01
0001951757-24-000632,0,89,609526540,N,2023-10-01
0001951757-24-000631,4,393,3460103059,N,2023-10-01
0001951757-24-000630,0,61,259027716,N,2023-10-01
0001951757-24-000629,0,282,243858704,N,2023-10-01
0001951757-24-000628,0,264,741367769,N,2023-10-01
0001951757-24-000627,0,82,160635553,N,2023-10-01
0001951757-24-000626,0,180,410679825,N,2023-10-01
0001951757-24-000625,0,82,441800599,N,2023-10-01
0001420506-24-001239,0,25,463927140,N,2023-10-01
0001951757-24-000624,0,184,464254207,N,2023-10-01
0001951757-24-000623,0,177,94871586,N,2023-10-01
0001951757-24-000622,0,151,236665451,N,2023-10-01
0001951757-24-000621,0,518,1349827045,N,2023-10-01
0001951757-24-000620,0,866,3451092942,N,2023-10-01
0001140361-24-035421,0,90,680072056,,2023-10-01
0001140361-24-035417,0,84,624136334,,2023-10-01
0001140361-24-035416,0,84,601296596,,2023-10-01
0001951757-24-000619,0,102,403443512,N,2023-10-01
0001214659-24-013604,0,27,167130623,,2023-10-01
0001140361-24-035412,0,80,361722010,,2023-10-01
0001681596-24-000008,1,15,900110071,N,2023-10-01
0001214659-24-013579,0,61,2032988255,,2023-10-01
0001681596-24-000011,0,1,2237918,,2023-10-01
0001085146-24-003435,0,27,226898020,N,2023-10-01
0001085146-24-003422,0,83,127868338,N,2023-10-01
0001681596-24-000012,0,13,974685066,,2023-10-01
0001951757-24-000608,0,122,401084879,N,2023-10-01
0001754960-24-000380,0,164,256504572,N,2023-10-01
0001951757-24-000613,0,187,1112029609,N,2023-10-01
0001545545-24-000011,2,5,7888346,N,2023-10-01
0001831003-24-000004,0,299,273611,N,2023-10-01
0001415201-24-000003,0,249,1116650378,N,2023-10-01
0001085146-24-003432,0,47,221097246,N,2023-10-01
0001085146-24-003423,0,272,7818094464,N,2023-10-01
0001580642-24-004092,0,759,4616524188,,2023-10-01
0001951757-24-000606,0,116,319738858,N,2023-10-01
0001085146-24-003430,0,642,7096732508,N,2023-10-01
0001951757-24-000611,0,218,1686395307,N,2023-10-01
0001085146-24-003434,0,423,569922115,N,2023-10-01
0001085146-24-003427,0,366,7493606360,N,2023-10-01
0001652044-24-000082,5,46,1974246366,N,2023-10-01
0001681596-24-000009,1,17,871896330,N,2023-10-01
0001951757-24-000616,0,214,734211161,N,2023-10-01
0000949853-24-000003,0,16,40970500,N,2023-10-01
0001951757-24-000612,0,231,669883882,N,2023-10-01
0001951757-24-000605,0,298,392587382,N,2023-10-01
0001085146-24-003425,0,93,263264295,N,2023-10-01
0001085146-24-003429,0,133,135108981,N,2023-10-01
0001874761-24-000007,0,5,94810577,N,2023-10-01
0001951757-24-000610,0,77,472859461,N,2023-10-01
0001951757-24-000615,0,95,173887076,N,2023-10-01
0001085146-24-003424,0,56,194045619,N,2023-10-01
0001951757-24-000609,0,317,890181556,N,2023-10-01
0001434323-24-000003,0,191,967098406,N,2023-10-01
0001951757-24-000618,0,84,128350210,N,2023-10-01
0001754960-24-000378,0,27,58848430,N,2023-10-01
0001085146-24-003426,0,126,482559129,N,2023-10-01
0001214659-24-013597,9,71,473972896,,2023-10-01
0001681596-24-000007,0,15,879145624,N,2023-10-01
0001085146-24-003436,0,132,808192126,N,2023-10-01
0001173460-24-000003,0,6,873911,N,2023-10-01
0001085146-24-003428,0,1,138895068,N,2023-10-01
0001085146-24-003433,0,84,298237946,N,2023-10-01
0001951757-24-000607,0,41,205868474,N,2023-10-01
0001213900-24-064297,0,1511,5050872002,,2023-10-01
0001568541-24-000004,0,2,93551,N,2023-10-01
0001681596-24-000010,0,13,979653915,N,2023-10-01
0001951757-24-000614,0,133,218654888,N,2023-10-01
0001681596-24-000013,0,1,2702623,,2023-10-01
0001951757-24-000617,0,124,150325689,N,2023-10-01
0001085146-24-003431,0,144,408038521,N,2023-10-01
0001577774-24-000012,2,79,965461662,N,2023-10-01
0001085146-24-003421,0,97,383204328,N,2023-10-01
0001167026-24-000006,0,111,306803169,N,2023-10-01
0000930413-24-002242,1,898,32399876112,,2023-10-01
0001115418-24-000004,0,4422,106400505297,N,2023-10-01
0000950123-24-007002,1,4,729513533,N,2023-10-01
0001214659-24-013572,1,137,137254640,,2023-10-01
0000950123-24-007000,0,141,413915329,N,2023-10-01
0001085146-24-003420,2,669,31799354093,N,2023-10-01
0001398344-24-013526,1,102,1419920485,,2023-10-01
0001398344-24-013523,2,18,980388323,,2023-10-01
0001800608-24-000003,0,175,182116671,N,2023-10-01
0001172661-24-003043,0,56,351160608,,2023-10-01
0001172661-24-003042,0,41,764726078,,2023-10-01
0001172661-24-003040,0,195,253481589,,2023-10-01
0001172661-24-003038,0,221,348523626,,2023-10-01
0002025905-24-000003,1,99,1701203301,N,2023-10-01
0001580642-24-004084,0,894,876888920,,2023-10-01
0001172661-24-003037,0,64,331693533,,2023-10-01
0001172661-24-003036,0,119,947248199,,2023-10-01
0002025905-24-000002,1,97,1379507857,N,2023-10-01
0001838234-24-000006,0,64,180065,N,2023-10-01
0002025905-24-000001,1,95,1157192528,N,2023-10-01
0001172661-24-003033,5,66,7281307122,,2023-10-01
0001398344-24-013517,0,87,376165928,,2023-10-01
0001018561-24-000003,0,203,535847791,,2023-10-01
0000921895-24-001662,3,1,428791956,,2023-10-01
0001838234-24-000004,0,113,296650,N,2023-10-01
0001842766-24-000003,0,29,142040825,,2023-10-01
0002003570-24-000005,1,47,135441680,,2023-10-01
0002019316-24-000001,0,168,180178793,N,2023-10-01
0001085146-24-003419,0,22,1600595664,N,2023-10-01
0001904906-24-000003,0,86,183165640,,2023-10-01
0002020860-24-000003,0,183,520445401,,2023-10-01
0000950123-24-006988,0,226,1013293147,N,2023-10-01
0001905627-24-000004,0,133,95927658,,2023-10-01
0001800745-24-000008,0,408,890707,N,2023-10-01
0001140361-24-035306,0,276,856693595,,2023-10-01
0002027377-24-000003,0,15,750410941,,2023-10-01
0001800745-24-000007,0,45,175071,N,2023-10-01
0001172661-24-003029,0,42,133924620,,2023-10-01
0001907803-24-000003,0,67,273618461,,2023-10-01
0001796874-24-000003,1,429,1033305234,N,2023-10-01
0001909619-24-000003,0,96,125249640,,2023-10-01
0001803189-24-000004,0,73,498431118,,2023-10-01
0001172661-24-003028,0,81,282825234,,2023-10-01
0001729673-24-000005,0,94,862502574,N,2023-10-01
0001803236-24-000004,0,336,1231664289,,2023-10-01
