ACCESSION_NUMBER,OTHERINCLUDEDMANAGERSCOUNT,TABLEENTRYTOTAL,TABLEVALUETOTAL,ISCONFIDENTIALOMITTED,timestamp
0002011256-24-000006,0,17,194203236,N,2023-10-01
0001754960-24-000237,0,27,126728782,N,2023-10-01
0001790688-24-000004,0,80,333792790,N,2023-10-01
0001013762-24-000271,0,151,559217361,,2023-10-01
0001754960-24-000239,0,75,179486241,N,2023-10-01
0001844716-24-000003,0,833,236789261,N,2023-10-01
0001628896-24-000005,0,48,487867762,N,2023-10-01
0001598352-24-000003,0,44,156225357,N,2023-10-01
0001993485-24-000003,0,161,1993032156,N,2023-10-01
0001765594-24-000003,0,251,495550162,N,2023-10-01
0001964538-24-000003,0,384,186551423,N,2023-10-01
0001214659-24-012268,0,167,430368058,,2023-10-01
0001172661-24-002746,0,94,173583061,,2023-10-01
0002006637-24-000004,0,470,601796138,N,2023-10-01
0001941040-24-000276,0,105,306473625,,2023-10-01
0001172661-24-002742,0,32,42153817,,2023-10-01
0001907327-24-000003,0,67,228063856,N,2023-10-01
0001172661-24-002740,0,103,282177426,,2023-10-01
0001799900-24-000004,0,29,123150446,N,2023-10-01
0001755933-24-000005,0,111,114434422,N,2023-10-01
0001581298-24-000004,0,106,2123436823,N,2023-10-01
0001104659-24-079229,0,9,64902501,,2023-10-01
0001731497-24-000003,0,117,496901859,N,2023-10-01
0001317829-24-000003,0,123,570175781,N,2023-10-01
0001799900-24-000003,0,558,232964701,N,2023-10-01
0001423045-24-000003,0,235,414662892,N,2023-10-01
0001172661-24-002739,0,201,515369573,,2023-10-01
0001927285-24-000003,0,366,168348858,N,2023-10-01
0001104659-24-079204,0,1,4670913000,,2023-10-01
0000759458-24-000003,0,302,923100093,N,2023-10-01
0002015682-24-000004,0,43,32936945,N,2023-10-01
0001941040-24-000274,0,39,232985472,,2023-10-01
0001813577-24-000004,0,53,320971071,N,2023-10-01
0001697493-24-000003,0,509,1943445,N,2023-10-01
0001104659-24-079192,0,2,132749913,,2023-10-01
0000926834-24-000006,0,107,1240070113,N,2023-10-01
0001632866-24-000006,0,112,238642520,N,2023-10-01
0001104659-24-079178,0,596,196301087,,2023-10-01
0001259671-24-000008,0,310,987997341,N,2023-10-01
0001019056-24-000209,0,109,510279032,,2023-10-01
0001798986-24-000003,0,348,404609173,N,2023-10-01
0001737089-24-000006,0,542,2130529635,N,2023-10-01
0000877134-24-000009,0,1123,2678724460,Y,2023-10-01
0001664214-24-000009,0,447,1410650775,N,2023-10-01
0002013713-24-000001,0,54,151208945,N,2023-10-01
0001172661-24-002738,0,33,266227847,,2023-10-01
0001482970-24-000004,0,49,716608609,N,2023-10-01
0001214659-24-012224,0,187,1153493538,,2023-10-01
0001765380-24-000238,0,110,474029054,N,2023-10-01
0001398344-24-012565,0,493,248181679,,2023-10-01
0001915765-24-000003,0,52,249467520,N,2023-10-01
0001053013-24-000006,0,150,525717549,N,2023-10-01
0001910210-24-000003,0,97,127864942,N,2023-10-01
0001411268-24-000006,0,39,441142618,N,2023-10-01
0001765380-24-000237,0,18,117366082,N,2023-10-01
0001696731-24-000003,0,54,325942330,N,2023-10-01
0001730149-24-000003,0,130,188191244,N,2023-10-01
0001765380-24-000236,0,119,252072331,N,2023-10-01
0001808915-24-000004,0,668,2638024539,N,2023-10-01
0001172661-24-002736,0,26,117465131,,2023-10-01
0001966180-24-000003,0,58,774767909,N,2023-10-01
0001580642-24-003648,0,41,179067161,,2023-10-01
0000950123-24-006479,0,6,83138930,N,2023-10-01
0001803536-24-000003,3,154,251011038,N,2023-10-01
0001632812-24-000006,0,154,1039701102,N,2023-10-01
0001765380-24-000235,0,63,118609598,N,2023-10-01
0001798926-24-000003,0,75,199625371,N,2023-10-01
0001657516-24-000005,0,49,406303494,N,2023-10-01
0001963967-24-000002,0,76,186746517,N,2023-10-01
0001765380-24-000234,0,83,603344547,N,2023-10-01
0001859388-24-000004,0,9,413491516,N,2023-10-01
0001352449-24-000003,0,57,285820,N,2023-10-01
0001085146-24-002859,0,100,204253960,N,2023-10-01
0001214659-24-012214,0,95,314369886,,2023-10-01
0001085146-24-002857,0,105,4846259739,N,2023-10-01
0000946431-24-000007,1,911,74809760308,N,2023-10-01
0001754960-24-000234,0,52,213253985,N,2023-10-01
0001754960-24-000232,0,43,203237547,N,2023-10-01
0002000324-24-001812,0,272,8854616493,N,2023-10-01
0001376474-24-000299,0,24,216749866,N,2023-10-01
0001420506-24-001097,0,1165,3100006224,N,2023-10-01
0001954551-24-000006,0,84,255471181,N,2023-10-01
0000931097-24-000003,0,78,851535241,N,2023-10-01
0001601539-24-000008,0,574,492974965,N,2023-10-01
0000950123-24-006474,0,1128,4246166523,N,2023-10-01
0001953324-24-000004,0,14,262557,N,2023-10-01
0001067324-24-000005,0,138,1343185189,N,2023-10-01
0001012975-24-000276,0,15,520226019,N,2023-10-01
0001754960-24-000223,0,33,112806479,N,2023-10-01
0001012975-24-000282,1,5,235211703,N,2023-10-01
0001376474-24-000298,0,90,633828540,N,2023-10-01
0001754960-24-000229,0,75,147772000,N,2023-10-01
0001553540-24-000004,0,198,989517221,N,2023-10-01
0001754960-24-000230,0,103,225796144,N,2023-10-01
0001012975-24-000275,0,14,569339202,N,2023-10-01
0001012975-24-000280,1,4,345528923,N,2023-10-01
0001657676-24-000005,0,1,0,N,2023-10-01
0001012975-24-000277,1,15,404466504,N,2023-10-01
0001754960-24-000224,0,92,290021360,N,2023-10-01
0001012975-24-000279,1,5,395245507,N,2023-10-01
0001754960-24-000228,0,41,192712072,N,2023-10-01
0001809574-24-000004,0,84,223410795,N,2023-10-01
0001012975-24-000278,1,15,498541000,N,2023-10-01
0001012975-24-000281,1,4,357147267,N,2023-10-01
0001754960-24-000218,0,194,742848942,N,2023-10-01
0001754960-24-000221,0,87,179152152,N,2023-10-01
0001754960-24-000225,0,45,101347656,N,2023-10-01
0001012975-24-000274,0,15,839874975,N,2023-10-01
0001085146-24-002853,0,33,163820330,N,2023-10-01
0001630939-24-000004,0,47,454916000,N,2023-10-01
0001803519-24-000003,0,260,548928469,N,2023-10-01
0001376474-24-000297,1,147,194540403,N,2023-10-01
0001729269-24-000009,0,41,402878,N,2023-10-01
0002001155-24-000003,0,178,117660107,N,2023-10-01
0001762716-24-000005,0,199,194888665,N,2023-10-01
0001852338-24-000003,0,19,196462991,N,2023-10-01
0001213900-24-060518,0,130,139483856,,2023-10-01
0001172661-24-002727,0,80,310284554,,2023-10-01
0001172661-24-002725,0,114,581726352,,2023-10-01
0000950123-24-006464,0,5,91433096,N,2023-10-01
0001841506-24-000004,0,267,859212026,N,2023-10-01
0001979556-24-000002,0,112,234566398,N,2023-10-01
0001255435-24-000006,0,53,244240307,N,2023-10-01
0000894189-24-004044,0,99,562195,,2023-10-01
0001580642-24-003625,0,27,1096444533,,2023-10-01
0001580642-24-003623,0,346,451579235,,2023-10-01
0001085146-24-002847,0,212,321889057,N,2023-10-01
0001911264-24-000005,0,57,156584248,N,2023-10-01
0001811783-24-000005,0,148,423895274,N,2023-10-01
0001062993-24-013640,0,1240,4425334367,N,2023-10-01
0001881335-24-000003,0,59,132807847,N,2023-10-01
0001386929-24-000006,0,73,766792021,N,2023-10-01
0001722641-24-000004,0,694,3199953880,N,2023-10-01
0001085146-24-002846,0,98,416073217,N,2023-10-01
0001853401-24-000003,0,121,496600200,N,2023-10-01
0001755670-24-000005,0,102,227063175,N,2023-10-01
0001704300-24-000003,0,370,154326948,N,2023-10-01
0000729563-24-000004,0,125,258583892,N,2023-10-01
0001062993-24-013637,0,51,1212001869,N,2023-10-01
0001044929-24-000004,0,436,1320047560,N,2023-10-01
0001656282-24-000004,0,261,195331671,N,2023-10-01
0001799435-24-000003,0,73,147742406,N,2023-10-01
0001062993-24-013631,0,195,354111088,Y,2023-10-01
0001308331-24-000004,0,129,191942235,N,2023-10-01
0001085146-24-002845,0,71,180659411,N,2023-10-01
0001717027-24-000013,0,64,329791747,N,2023-10-01
0001161670-24-000003,0,231,1767400242,N,2023-10-01
0001910482-24-000004,0,1,589736,N,2023-10-01
0001989744-24-000003,0,118,314348034,N,2023-10-01
0001910482-24-000003,0,339,63609990,N,2023-10-01
0001733219-24-000003,0,67,302572771,N,2023-10-01
0001784277-24-000005,0,171,442909,N,2023-10-01
0001774086-24-000003,0,228,305197340,N,2023-10-01
0001904822-24-000004,0,49,91779590,N,2023-10-01
0001593688-24-000003,0,80,326207732,N,2023-10-01
0001054677-24-000005,0,512,1327427742,N,2023-10-01
0001179232-24-000003,0,52,625941389,N,2023-10-01
0001905162-24-000005,0,20,127843425,N,2023-10-01
0001356407-24-000004,0,462,272452114,N,2023-10-01
0001950506-24-000004,0,963,176351394,N,2023-10-01
0000791540-24-000003,0,2076,1099039,N,2023-10-01
0001085146-24-002844,0,446,647174247,N,2023-10-01
0001895252-24-000003,0,83,289221800,N,2023-10-01
0001085146-24-002838,0,29,175310371,N,2023-10-01
0001085146-24-002836,0,69,172179987,N,2023-10-01
0001085146-24-002835,0,71,164752598,N,2023-10-01
0001085146-24-002833,0,70,175579188,N,2023-10-01
0001964835-24-000004,0,90,461606276,N,2023-10-01
0001085146-24-002831,0,69,163312236,N,2023-10-01
0001085146-24-002830,0,41,100120449,N,2023-10-01
0001780565-24-000006,0,69,299213233,N,2023-10-01
0001715593-24-000003,0,662,1762202205,N,2023-10-01
0000950123-24-006449,0,102,243078197,N,2023-10-01
0001800911-24-000003,0,319,175855568,N,2023-10-01
0001525865-24-000005,0,368,267709,N,2023-10-01
0001561790-24-000006,0,311,1248874522,N,2023-10-01
0001766392-24-000005,0,5,9931,N,2023-10-01
0001765595-24-000004,0,104,371707783,N,2023-10-01
0000894205-24-000007,0,78,732305,Y,2023-10-01
0001905665-24-000005,0,43,136128304,N,2023-10-01
0001815025-24-000003,0,132,294697390,N,2023-10-01
0001643792-24-000004,0,12,359356,N,2023-10-01
0001509508-24-000003,0,84,459824414,N,2023-10-01
0001596906-24-000003,0,49,302184347,N,2023-10-01
0001876326-24-000003,0,177,190763639,N,2023-10-01
0002027377-24-000002,0,15,746304928,,2023-10-01
0001770710-24-000003,1,121,292775044,N,2023-10-01
0001840740-24-000005,0,71,222729542,N,2023-10-01
0000791191-24-000003,0,133,952449373,N,2023-10-01
0001598697-24-000006,0,652,3965320,N,2023-10-01
0001012975-24-000269,0,23,7817365615,N,2023-10-01
0001104659-24-078807,2,0,0,,2023-10-01
0001085146-24-002819,0,93,197104626,N,2023-10-01
0001085146-24-002817,0,71,163891,N,2023-10-01
0001085146-24-002816,0,63,157065,N,2023-10-01
0001085146-24-002815,0,64,171208,N,2023-10-01
0001085146-24-002814,0,69,196284,N,2023-10-01
0001801507-24-000005,0,307,2236511051,N,2023-10-01
0001062993-24-013615,0,223,13409832893,N,2023-10-01
0001213900-24-060260,2,2,29540323,,2023-10-01
0001818759-24-000005,0,189,423617237,N,2023-10-01
0001580642-24-003600,1,4996,21212670,,2023-10-01
0002004843-24-000003,0,41,128596384,N,2023-10-01
0002021658-24-000002,0,1074,310886339,N,2023-10-01
0001802084-24-000003,0,1276,555603057,N,2023-10-01
0001818940-24-000003,0,58,390616606,N,2023-10-01
0001727862-24-000003,0,14,209967,N,2023-10-01
0001954805-24-000004,0,216,616257950,N,2023-10-01
0001580642-24-003595,0,91,166046,,2023-10-01
0001472800-24-000005,0,46,209082411,N,2023-10-01
0001941040-24-000272,0,210,663650785,,2023-10-01
0001214659-24-012157,0,1,10354214,,2023-10-01
0001580642-24-003593,0,465,274090677,,2023-10-01
0001714107-24-000003,0,134,348227496,N,2023-10-01
0000922423-24-000052,0,1,0,Y,2023-10-01
0000922423-24-000051,0,1,0,Y,2023-10-01
0001039128-24-000003,0,724,1312495,N,2023-10-01
0002010748-24-000002,0,61,331050867,N,2023-10-01
0000950123-24-006436,0,1,0,N,2023-10-01
0000950123-24-006435,0,3,82592308,N,2023-10-01
0001987855-24-000003,1,657,1109836509,N,2023-10-01
0001062993-24-013585,0,80,391438284,N,2023-10-01
0001962695-24-000003,0,303,156778717,N,2023-10-01
0001062993-24-013582,0,87,1578639049,N,2023-10-01
0001794935-24-000004,0,172,836685262,N,2023-10-01
0000950123-24-006433,2,2,4529665086,N,2023-10-01
0000051812-24-000003,0,88,234372,N,2023-10-01
0001498383-24-000003,0,48,151298,N,2023-10-01
0001931642-24-000004,1,195,279935459,N,2023-10-01
0001085146-24-002812,0,68,203609,N,2023-10-01
0001085146-24-002811,0,66,186000,N,2023-10-01
0001085146-24-002810,0,66,181100,N,2023-10-01
0001085146-24-002809,0,63,168681,N,2023-10-01
0002008660-24-000004,0,395,117254900,N,2023-10-01
0001071640-24-000014,0,1355,8182550,N,2023-10-01
0000315024-24-000004,0,2,118529109,N,2023-10-01
0001608531-24-000004,0,130,1127522,N,2023-10-01
0001780607-24-000003,0,401,716281652,N,2023-10-01
0001597099-24-000003,0,194,243859005,N,2023-10-01
0001850858-24-000003,0,225,967117990,N,2023-10-01
0001911097-24-000003,0,119,340488257,N,2023-10-01
0001207017-24-000029,1,3146,82269363,N,2023-10-01
0001574010-24-000003,0,315,219530753,N,2023-10-01
0000883511-24-000003,0,37,581908874,N,2023-10-01
0001085146-24-002808,0,62,152849,N,2023-10-01
0001085146-24-002807,0,59,127821,N,2023-10-01
0001085146-24-002806,0,60,120671,N,2023-10-01
0001085146-24-002805,0,60,94045,N,2023-10-01
0001214659-24-012123,0,163,978069287,,2023-10-01
0001214659-24-012121,0,47,139337196,,2023-10-01
0001802361-24-000004,0,69,119162,N,2023-10-01
0001692632-24-000003,0,361,490973478,N,2023-10-01
0002027176-24-000006,0,103,193721272,N,2023-10-01
0002027176-24-000005,0,107,178431362,N,2023-10-01
0002027176-24-000004,0,115,180906646,N,2023-10-01
0002027176-24-000003,0,107,177211476,N,2023-10-01
0002027176-24-000002,0,107,164199945,N,2023-10-01
0002027176-24-000001,0,100,133876577,N,2023-10-01
0001398344-24-012480,2,35,23717048,,2023-10-01
0001398344-24-012479,2,70,32508888,,2023-10-01
0001910666-24-000004,0,730,244925452,N,2023-10-01
0001831316-24-000003,0,1240,188706420,N,2023-10-01
0001054257-24-000005,0,577,244902544,N,2023-10-01
0001398344-24-012465,2,71,48794501,,2023-10-01
0002028812-24-000001,1,1046,134993752,N,2023-10-01
0001134008-24-000004,0,1184,1840716202,N,2023-10-01
0000950123-24-006414,0,1066,2472493200,N,2023-10-01
0001596077-24-000003,0,164,208206,N,2023-10-01
0001613331-24-000005,0,256,1213203768,N,2023-10-01
0001492162-24-000003,0,71,102967,N,2023-10-01
0001659346-24-000008,0,77,194894083,N,2023-10-01
0001518235-24-000004,0,70,2600842959,N,2023-10-01
0001941040-24-000268,0,55,173394315,,2023-10-01
0001384416-24-000006,0,133,112203389,N,2023-10-01
0002006661-24-000003,0,56,134886803,N,2023-10-01
0001992748-24-000003,0,64,271845218,N,2023-10-01
0001894164-24-000005,0,165,159118253,N,2023-10-01
0001994335-24-000003,0,224,363958916,N,2023-10-01
0001976256-24-000003,0,512,211141452,N,2023-10-01
0001839826-24-000004,0,118,267488362,N,2023-10-01
0001527641-24-000004,0,2206,8120837842,N,2023-10-01
0001964535-24-000004,0,104,654789048,N,2023-10-01
0001756543-24-000003,0,151,1002006456,N,2023-10-01
0001563690-24-000003,0,166,320057902,N,2023-10-01
0001788241-24-000006,0,51,187683549,N,2023-10-01
0002026082-24-000001,0,287,117844005,N,2023-10-01
0001085146-24-002769,0,68,122161,N,2023-10-01
0001104659-24-078298,1,1,89292510,,2023-10-01
0001276460-24-000004,0,98,2254070,N,2023-10-01
0001910666-24-000003,0,730,244927,N,2023-10-01
0001867570-24-000005,0,81,124058604,N,2023-10-01
0001799859-24-000003,0,86,192367622,N,2023-10-01
0001914099-24-000003,0,65,214675762,N,2023-10-01
0001331997-24-000003,0,234,284656511,N,2023-10-01
0001941040-24-000266,0,111,148207888,,2023-10-01
0001140361-24-032668,0,1,8480704,,2023-10-01
0001912338-24-000011,0,1354,908726377,N,2023-10-01
0000873759-24-000004,0,111,180061764,N,2023-10-01
0001008937-24-000003,0,322,691383977,N,2023-10-01
0001672594-24-000004,0,234,7040443435,N,2023-10-01
0001409427-24-000007,0,335,3902415,N,2023-10-01
0001062993-24-013486,0,165,983431764,N,2023-10-01
0001536029-24-000003,0,150,2113175690,N,2023-10-01
0001277279-24-000006,0,514,647556632,N,2023-10-01
0001664864-24-000008,0,663,493696240,N,2023-10-01
0002021711-24-000003,0,45,85563912,N,2023-10-01
0001896447-24-000004,0,40,178504654,N,2023-10-01
0001749914-24-000004,0,157,702828350,N,2023-10-01
0001845254-24-000005,0,4,107490908,N,2023-10-01
0001640680-24-000005,0,2,199321582,N,2023-10-01
0001683754-24-000003,0,95,272725988,N,2023-10-01
0001058800-24-000003,0,233,812110,N,2023-10-01
0000831571-24-000003,0,784,2066658091,N,2023-10-01
0001735057-24-000004,0,1958,395335403,N,2023-10-01
0001062993-24-013452,0,223,852819369,N,2023-10-01
0001790525-24-000003,0,333,602574420,N,2023-10-01
0001845066-24-000006,0,173,339947427,N,2023-10-01
0001963794-24-000003,0,58,69028938,N,2023-10-01
0000319933-24-000003,0,161295,1857684983,N,2023-10-01
0001844571-24-000003,0,42,507459021,N,2023-10-01
0001968777-24-000003,0,54,210618073,N,2023-10-01
0001800508-24-000003,0,247,156536124,N,2023-10-01
0001764970-24-000004,0,388,405063334,N,2023-10-01
0001550191-24-000004,0,79,233508206,N,2023-10-01
0001104659-24-078011,0,748,654356788,,2023-10-01
0001629996-24-000003,0,27,43303,N,2023-10-01
0000950123-24-006384,1,708,20960054118,N,2023-10-01
0001592579-24-000005,0,16,1133188198,N,2023-10-01
0001695214-24-000004,0,73,197611,N,2023-10-01
0000930413-24-002000,0,102,290558035,,2023-10-01
0001840888-24-000004,0,32,231806450,N,2023-10-01
0001849336-24-000003,0,19,229393338,N,2023-10-01
0001096906-24-001480,2,719,1286617759,N,2023-10-01
0000911274-24-000005,0,223,1098738882,N,2023-10-01
0001214659-24-011946,0,51,131250296,,2023-10-01
0001214659-24-011947,0,54,136258518,,2023-10-01
0001214659-24-011944,0,47,131575811,,2023-10-01
0001214659-24-011942,0,51,110629839,,2023-10-01
0001214659-24-011943,0,45,124147202,,2023-10-01
0001214659-24-011945,0,49,124928910,,2023-10-01
0001608057-24-000006,0,198,460420765,N,2023-10-01
0002029317-24-000001,0,1115,527202684,N,2023-10-01
0002010656-24-000004,0,211,135448330,N,2023-10-01
0001315339-24-000004,0,416,1014994800,Y,2023-10-01
0001840268-24-000003,0,174,114573852,N,2023-10-01
0001056825-24-000004,0,737,1442887,N,2023-10-01
0001786241-24-000004,0,52,199265370,N,2023-10-01
0002008868-24-000006,0,10,2288643,N,2023-10-01
0002008166-24-000004,0,37,188887052,N,2023-10-01
0000764106-24-000005,0,1290,2974495974,N,2023-10-01
0001062993-24-013269,0,181,769490412,N,2023-10-01
0001214659-24-011825,0,547,419185281,,2023-10-01
0000950123-24-006361,0,2159,3295918063,N,2023-10-01
0001214659-24-011822,0,15,157519984,,2023-10-01
0001784450-24-000004,0,387,997534924,N,2023-10-01
0001056827-24-000005,0,59,1002012630,,2023-10-01
0001903273-24-000004,0,26,233603065,N,2023-10-01
0001162044-24-000645,0,857,313324070,,2023-10-01
0001056827-24-000004,0,56,1026435439,N,2023-10-01
0001811806-24-000003,0,318,115091684,N,2023-10-01
0002010235-24-000005,0,3461,733839998,N,2023-10-01
0001912297-24-000003,0,349,278664024,N,2023-10-01
0001799284-24-000003,0,106,282709949,N,2023-10-01
0001454138-24-000004,0,15,1273022648,N,2023-10-01
0001214659-24-011777,0,83,215384891,,2023-10-01
0001213900-24-058248,0,16,232356663,,2023-10-01
0001214659-24-011771,0,70,372190240,,2023-10-01
0001214659-24-011769,0,33,139220875,,2023-10-01
0001532472-24-000003,0,62,435554,N,2023-10-01
0000950123-24-006356,0,259,1298275,N,2023-10-01
0001776082-24-000003,0,607,1378937984,N,2023-10-01
0002008165-24-000004,1,121,422308118,N,2023-10-01
0001297731-24-000006,0,200,339694,N,2023-10-01
0001297731-24-000005,0,70,188102,N,2023-10-01
0001104659-24-076783,0,79,1268618159,,2023-10-01
0001794543-24-000004,0,344,944415269,N,2023-10-01
0000071210-24-000003,0,323,1317645,N,2023-10-01
0001636661-24-000007,1,358,6929083097,N,2023-10-01
0001910503-24-000002,0,55,252566201,N,2023-10-01
0001536799-24-000004,0,118,466421000,N,2023-10-01
0000929638-24-002337,0,258,470206442,,2023-10-01
0000797203-24-000004,0,177,627104588,N,2023-10-01
0000929638-24-002330,0,256,176141159,,2023-10-01
0001810158-24-000003,0,152,2267352,N,2023-10-01
0000764068-24-000008,4,6719,428361391267,N,2023-10-01
0001475271-24-000007,0,65,374839000,N,2023-10-01
0001987261-24-000003,0,45,131951239,N,2023-10-01
0001870761-24-000004,0,23503,384701751,N,2023-10-01
0000014745-24-000006,0,521,186226121,N,2023-10-01
0000014745-24-000009,0,550,221024555,N,2023-10-01
0000014745-24-000008,0,556,223556519,N,2023-10-01
0000014745-24-000007,0,534,197105851,N,2023-10-01
0000014745-24-000011,0,558,294398591,N,2023-10-01
0000014745-24-000003,0,479,208149617,N,2023-10-01
0000014745-24-000005,0,512,171276074,N,2023-10-01
0000014745-24-000010,0,571,269583656,N,2023-10-01
0000014745-24-000002,0,452,200088817,N,2023-10-01
0000014745-24-000004,0,477,180687962,N,2023-10-01
0001803980-24-000004,0,207,184947392,N,2023-10-01
0001912338-24-000010,0,1362,856035804,N,2023-10-01
